,Status,ZipCode,City,Price,Days_on_market,Beds,Baths,Sqft,Date,Acres,Lot_sqft,Liv_index
1911,A,98109,Seattle,1049000,9.0,3.0,2.0,1450,2021-05-21,0.023,1000.0,64.0
1912,A,98109,Seattle,1545000,19.0,3.0,1.75,2560,2021-05-11,0.148,6441.0,64.0
1913,S,98109,Seattle,979000,0.0,3.0,1.75,1346,2021-05-27,0.024,1029.0,64.0
1914,S,98007,Bellevue,980000,5.0,4.0,2.0,1520,2021-05-27,0.188,8185.0,83.0
1915,A,98109,Seattle,1600000,37.0,4.0,1.5,3340,2021-05-03,0.121,5250.0,64.0
1916,S,98109,Seattle,1030000,19.0,4.0,2.75,2630,2021-05-26,0.08,3480.0,64.0
1917,A,98109,Seattle,1669000,53.0,2.0,2.25,2780,2021-04-07,0.068,2950.0,64.0
1918,A,98109,Seattle,935000,3.0,3.0,2.25,1403,2021-05-27,0.028,1238.0,64.0
1919,A,98109,Seattle,945000,23.0,3.0,2.5,1656,2021-05-07,0.029,1263.0,64.0
1920,A,98109,Seattle,1749900,114.0,3.0,2.5,2131,2021-05-04,0.15,6540.0,64.0
1921,A,98109,Seattle,1895000,25.0,3.0,2.5,2121,2021-05-05,0.039,1712.0,64.0
1922,S,98109,Seattle,1900000,15.0,3.0,2.5,2121,2021-05-12,0.03,1292.0,64.0
1923,S,98109,Seattle,1550000,0.0,4.0,2.5,2820,2021-05-21,0.081,3520.0,64.0
1924,S,98109,Seattle,1850000,1.0,4.0,2.5,2920,2021-05-01,0.094,4080.0,64.0
1925,S,98007,Bellevue,1150000,5.0,4.0,2.0,1830,2021-05-15,0.231,10083.0,83.0
1926,S,98109,Seattle,1935000,21.0,4.0,2.25,3120,2021-05-28,0.096,4200.0,64.0
1927,A,98109,Seattle,1699900,53.0,3.0,3.0,1838,2021-04-07,0.023,1008.0,64.0
1928,A,98109,Seattle,1950000,4.0,3.0,3.25,2254,2021-05-26,0.034,1471.0,64.0
1929,A,98109,Seattle,2950000,24.0,3.0,3.0,3380,2021-05-06,0.161,7000.0,64.0
1930,S,98109,Seattle,2200000,5.0,3.0,3.25,2326,2021-05-06,0.047,2066.0,64.0
1931,A,98109,Seattle,1799999,10.0,4.0,3.25,3530,2021-05-20,0.103,4500.0,64.0
1932,A,98109,Seattle,2375000,131.0,4.0,3.5,3486,2021-01-19,0.056,2458.0,64.0
1933,A,98109,Seattle,6995000,334.0,4.0,3.25,7425,2020-11-30,0.18,7844.0,64.0
1934,S,98109,Seattle,1195370,11.0,4.0,4.0,2400,2021-05-25,0.081,3520.0,64.0
1935,S,98109,Seattle,1265000,39.0,4.0,3.25,2346,2021-05-18,0.092,4000.0,64.0
1936,S,98007,Bellevue,1208500,6.0,4.0,1.75,1490,2021-05-07,0.24,10446.0,83.0
1937,S,98109,Seattle,2160000,7.0,4.0,3.5,3932,2021-05-12,0.076,3331.0,64.0
1938,S,98109,Seattle,2312000,7.0,5.0,3.5,3660,2021-05-29,0.254,11058.0,64.0
1939,S,98109,Seattle,3250000,1.0,5.0,3.25,4160,2021-05-24,0.133,5773.0,64.0
1940,S,98109,Seattle,1800000,3.0,4.0,4.0,2510,2021-05-27,0.063,2760.0,64.0
1941,S,98109,Seattle,3225000,161.0,4.0,3.75,3500,2021-05-24,0.083,3600.0,64.0
1942,A,98109,Seattle,2500000,70.0,5.0,5.0,4700,2021-05-18,0.132,5760.0,64.0
1943,A,98109,Seattle,8700000,256.0,5.0,7.25,9970,2020-11-19,0.197,8600.0,64.0
1944,A,98112,Seattle,575000,24.0,1.0,1.0,760,2021-05-06,0.026,1120.0,64.0
1945,S,98112,Seattle,1100000,7.0,3.0,1.0,2270,2021-05-20,0.11,4800.0,64.0
1946,S,98112,Seattle,1230000,5.0,3.0,1.75,1920,2021-05-20,0.134,5833.0,64.0
1947,A,98007,Bellevue,824000,33.0,3.0,2.25,2231,2021-04-29,4.315,187977.0,83.0
1948,A,98112,Seattle,639950,36.0,2.0,1.75,929,2021-04-24,0.012,527.0,64.0
1949,A,98112,Seattle,669950,13.0,2.0,1.75,1014,2021-05-17,0.014,610.0,64.0
1950,S,98112,Seattle,669000,103.0,2.0,1.75,1120,2021-05-11,0.013,548.0,64.0
1951,S,98112,Seattle,699950,20.0,2.0,1.75,1001,2021-05-14,0.015,650.0,64.0
1952,S,98112,Seattle,750000,61.0,2.0,1.75,1089,2021-05-25,0.015,663.0,64.0
1953,S,98112,Seattle,783000,5.0,2.0,1.5,1295,2021-05-25,0.025,1093.0,64.0
1954,S,98112,Seattle,1060050,7.0,2.0,2.0,1552,2021-05-03,0.054,2333.0,64.0
1955,S,98112,Seattle,1250000,22.0,2.0,1.75,1350,2021-05-14,0.073,3188.0,64.0
1956,A,98112,Seattle,799000,5.0,3.0,1.75,1280,2021-05-26,0.028,1207.0,64.0
1957,A,98112,Seattle,880000,18.0,3.0,1.5,1880,2021-05-12,0.103,4500.0,64.0
1958,S,98007,Bellevue,940000,4.0,3.0,2.5,1840,2021-05-19,0.083,3610.0,83.0
1959,A,98112,Seattle,975000,154.0,3.0,1.5,1720,2021-05-25,0.138,6000.0,64.0
1960,S,98112,Seattle,1050000,7.0,3.0,1.75,1740,2021-05-25,0.08,3500.0,64.0
1961,S,98112,Seattle,1100000,4.0,3.0,2.0,1490,2021-05-13,0.028,1212.0,64.0
1962,S,98112,Seattle,1112500,5.0,3.0,2.0,1880,2021-05-28,0.065,2825.0,64.0
1963,S,98112,Seattle,1425000,9.0,3.0,2.0,2811,2021-05-28,0.125,5450.0,64.0
1964,S,98112,Seattle,1647500,7.0,3.0,1.75,2310,2021-04-30,0.11,4800.0,64.0
1965,A,98112,Seattle,1400000,9.0,4.0,2.0,1580,2021-05-21,0.092,4000.0,64.0
1966,S,98112,Seattle,1521000,8.0,4.0,1.75,2033,2021-05-27,0.11,4800.0,64.0
1967,A,98112,Seattle,1350000,10.0,5.0,1.75,3060,2021-05-20,0.103,4500.0,64.0
1968,S,98112,Seattle,1400000,21.0,5.0,1.5,3970,2021-05-25,0.116,5055.0,64.0
1969,S,98007,Bellevue,1175000,7.0,3.0,2.5,1530,2021-05-14,0.059,2576.0,83.0
1970,A,98112,Seattle,1437000,135.0,5.0,2.5,2670,2021-01-15,0.121,5268.0,64.0
1971,A,98112,Seattle,689900,40.0,2.0,2.25,947,2021-04-20,0.016,700.0,64.0
1972,A,98112,Seattle,699000,68.0,2.0,2.5,1311,2021-04-29,0.03,1311.0,64.0
1973,S,98112,Seattle,889000,35.0,2.0,2.5,1500,2021-05-05,0.034,1500.0,64.0
1974,S,98112,Seattle,1805000,5.0,2.0,2.5,2430,2021-05-18,0.092,4000.0,64.0
1975,S,98112,Seattle,3500000,1.0,2.0,2.25,2447,2021-05-24,0.164,7139.0,64.0
1976,A,98112,Seattle,1175000,3.0,3.0,2.25,1572,2021-05-27,0.024,1026.0,64.0
1977,A,98112,Seattle,1290000,79.0,3.0,3.0,2192,2021-05-10,0.022,967.0,64.0
1978,A,98112,Seattle,2795000,80.0,3.0,2.5,2910,2021-03-11,0.165,7200.0,64.0
1979,S,98112,Seattle,850000,5.0,3.0,2.5,1290,2021-05-07,0.031,1362.0,64.0
1980,S,98007,Bellevue,1120000,2.0,4.0,2.5,2350,2021-05-19,0.177,7700.0,83.0
1981,S,98112,Seattle,1275000,41.0,3.0,2.25,2350,2021-05-12,0.083,3600.0,64.0
1982,S,98112,Seattle,1330000,6.0,3.0,2.25,1780,2021-05-07,0.032,1388.0,64.0
1983,S,98112,Seattle,1335000,74.0,3.0,2.25,1860,2021-05-28,0.032,1386.0,64.0
1984,S,98112,Seattle,1750000,5.0,3.0,2.25,2240,2021-05-14,0.115,5000.0,64.0
1985,S,98112,Seattle,1752500,76.0,3.0,2.25,3140,2021-05-24,0.138,6000.0,64.0
1986,A,98112,Seattle,1390000,24.0,4.0,2.5,2860,2021-05-06,0.096,4200.0,64.0
1987,A,98112,Seattle,1475000,19.0,4.0,3.0,2680,2021-05-11,0.075,3257.0,64.0
1988,A,98112,Seattle,1980000,45.0,4.0,2.25,3850,2021-04-15,0.161,7020.0,64.0
1989,A,98112,Seattle,2295000,39.0,4.0,2.5,3980,2021-04-21,0.187,8154.0,64.0
1990,S,98112,Seattle,1650000,5.0,4.0,2.5,2240,2021-05-14,0.076,3331.0,64.0
1991,S,98007,Bellevue,1225000,3.0,4.0,2.75,2008,2021-05-25,0.227,9900.0,83.0
1992,S,98112,Seattle,1810000,7.0,4.0,2.75,3340,2021-04-30,0.138,6000.0,64.0
1993,S,98112,Seattle,2075000,6.0,4.0,2.25,3130,2021-05-16,0.132,5760.0,64.0
1994,S,98112,Seattle,2400000,7.0,4.0,2.25,3138,2021-05-24,0.149,6480.0,64.0
1995,S,98112,Seattle,2405000,4.0,4.0,2.5,3808,2021-05-27,0.22,9585.0,64.0
1996,A,98112,Seattle,1400000,227.0,5.0,2.5,3130,2020-12-11,0.124,5400.0,64.0
1997,S,98112,Seattle,1495000,6.0,5.0,2.75,2360,2021-05-27,0.092,4000.0,64.0
1998,S,98112,Seattle,1935000,8.0,5.0,2.5,3350,2021-05-06,0.176,7649.0,64.0
1999,S,98112,Seattle,2725000,7.0,5.0,2.5,3350,2021-05-06,0.486,21152.0,64.0
2000,S,98112,Seattle,1300000,3.0,3.0,3.0,1656,2021-05-19,0.029,1260.0,64.0
2001,S,98112,Seattle,1750000,5.0,3.0,2.75,2090,2021-05-28,0.096,4190.0,64.0
2002,S,98007,Bellevue,1600000,5.0,4.0,2.5,3100,2021-05-28,0.188,8203.0,83.0
2003,S,98112,Seattle,2000000,6.0,3.0,3.25,3116,2021-05-26,0.235,10249.0,64.0
2004,S,98112,Seattle,2625000,12.0,3.0,3.25,4160,2021-05-11,0.163,7080.0,64.0
2005,S,98112,Seattle,3500000,2.0,3.0,3.5,4360,2021-05-21,0.187,8125.0,64.0
2006,A,98112,Seattle,2175000,3.0,4.0,3.25,4580,2021-05-27,0.122,5300.0,64.0
2007,A,98112,Seattle,2600000,4.0,4.0,3.25,4190,2021-05-26,0.165,7200.0,64.0
2008,A,98112,Seattle,2995000,15.0,4.0,3.0,4000,2021-05-15,0.165,7200.0,64.0
2009,A,98112,Seattle,3298000,48.0,4.0,3.0,3770,2021-04-12,0.165,7200.0,64.0
2010,S,98112,Seattle,1700000,30.0,4.0,3.0,2610,2021-05-19,0.149,6500.0,64.0
2011,S,98112,Seattle,2150000,6.0,4.0,3.25,2540,2021-05-17,0.119,5170.0,64.0
2012,S,98112,Seattle,2250000,4.0,4.0,3.25,3520,2021-05-15,0.125,5450.0,64.0
2013,S,98007,Bellevue,1340000,8.0,5.0,2.75,2700,2021-05-21,0.201,8770.0,83.0
2014,S,98112,Seattle,2895000,2.0,4.0,3.25,3430,2021-05-04,0.193,8400.0,64.0
2015,S,98112,Seattle,3100000,79.0,4.0,3.5,4350,2021-05-17,0.138,6000.0,64.0
2016,A,98112,Seattle,2500000,15.0,5.0,3.25,3600,2021-05-15,0.143,6240.0,64.0
2017,A,98112,Seattle,2995000,17.0,5.0,3.25,4659,2021-05-13,0.132,5760.0,64.0
2018,S,98112,Seattle,1325000,5.0,5.0,3.5,3200,2021-04-30,0.11,4800.0,64.0
2019,S,98112,Seattle,3300000,5.0,5.0,3.5,4090,2021-04-30,0.138,6000.0,64.0
2020,A,98112,Seattle,4995000,55.0,6.0,3.25,6300,2021-04-05,0.149,6480.0,64.0
2021,A,98112,Seattle,2795000,2.0,4.0,3.5,4015,2021-05-28,0.11,4800.0,64.0
2022,S,98112,Seattle,1450000,27.0,4.0,4.25,2920,2021-05-14,0.119,5200.0,64.0
2023,S,98112,Seattle,2825000,35.0,4.0,4.25,3720,2021-05-12,0.083,3600.0,64.0
2024,S,98007,Bellevue,935000,5.0,3.0,3.5,3110,2021-05-01,0.068,2945.0,83.0
2025,S,98112,Seattle,3400000,23.0,4.0,3.75,4007,2021-04-30,0.121,5266.0,64.0
2026,S,98112,Seattle,3460000,7.0,4.0,4.5,3311,2021-05-04,0.139,6050.0,64.0
2027,S,98112,Seattle,6895000,3.0,4.0,4.25,6809,2021-05-12,0.241,10486.0,64.0
2028,S,98112,Seattle,4270000,237.0,5.0,4.25,5600,2021-05-14,0.324,14116.0,64.0
2029,S,98112,Seattle,4510000,7.0,5.0,4.25,6657,2021-05-11,0.361,15738.0,64.0
2030,S,98112,Seattle,4600000,2.0,5.0,4.0,4137,2021-05-07,0.267,11630.0,64.0
2031,S,98112,Seattle,2300000,69.0,6.0,4.5,6240,2021-05-17,0.215,9345.0,64.0
2032,A,98112,Seattle,1998000,44.0,5.0,5.25,5456,2021-04-16,0.194,8448.0,64.0
2033,A,98112,Seattle,14250000,32.0,3.0,4.5,7170,2021-04-28,1.208,52613.0,64.0
2034,S,98112,Seattle,2995000,19.0,5.0,4.75,4736,2021-05-16,0.138,6000.0,64.0
2035,S,98007,Bellevue,1550000,4.0,5.0,3.25,2860,2021-05-26,0.227,9905.0,83.0
2036,A,98112,Seattle,13895000,282.0,6.0,6.0,8703,2020-08-21,0.224,9750.0,64.0
2037,A,98112,Seattle,1999950,17.0,7.0,5.5,3566,2021-05-13,0.056,2435.0,64.0
2038,A,98112,Seattle,9300000,46.0,5.0,6.5,8640,2021-04-14,0.25,10894.0,64.0
2039,A,98112,Seattle,3998000,46.0,11.0,11.7,13710,2021-04-14,0.316,13744.0,64.0
2040,A,98115,Seattle,599000,9.0,2.0,1.0,1120,2021-05-21,0.059,2550.0,64.0
2041,A,98115,Seattle,699950,31.0,2.0,1.75,1066,2021-04-29,0.014,597.0,64.0
2042,A,98115,Seattle,725000,72.0,2.0,1.75,964,2021-03-19,0.017,745.0,64.0
2043,A,98115,Seattle,744950,9.0,2.0,1.75,1293,2021-05-21,0.015,658.0,64.0
2044,A,98115,Seattle,754950,9.0,2.0,1.75,1196,2021-05-21,0.022,973.0,64.0
2045,A,98115,Seattle,754950,16.0,2.0,1.75,1066,2021-05-14,0.014,597.0,64.0
2046,S,98008,Bellevue,1210000,7.0,4.0,2.25,2070,2021-05-07,0.24,10440.0,83.0
2047,A,98115,Seattle,775000,32.0,2.0,1.75,1449,2021-04-28,0.025,1078.0,64.0
2048,A,98115,Seattle,1800000,48.0,2.0,1.5,1240,2021-04-16,0.106,4635.0,64.0
2049,S,98115,Seattle,699950,0.0,2.0,1.75,1022,2021-05-11,0.014,621.0,64.0
2050,S,98115,Seattle,699950,8.0,2.0,1.75,1022,2021-05-06,0.014,621.0,64.0
2051,A,98115,Seattle,749500,113.0,3.0,3.0,1450,2021-05-15,0.018,780.0,64.0
2052,S,98115,Seattle,825000,5.0,3.0,2.5,1365,2021-05-17,0.025,1075.0,64.0
2053,A,98115,Seattle,1050000,37.0,6.0,2.75,2580,2021-05-01,0.089,3879.0,64.0
2054,S,98115,Seattle,875000,5.0,3.0,3.5,1417,2021-05-03,0.025,1075.0,64.0
2055,S,98115,Seattle,1400000,7.0,3.0,2.75,2370,2021-05-23,0.138,6000.0,64.0
2056,A,98115,Seattle,713000,4.0,2.0,1.0,1510,2021-05-26,0.075,3264.0,64.0
2057,S,98008,Bellevue,945000,9.0,3.0,0.75,1380,2021-05-26,0.18,7837.0,83.0
2058,A,98115,Seattle,1100000,20.0,2.0,1.0,660,2021-05-10,0.208,9075.0,64.0
2059,S,98115,Seattle,669500,20.0,2.0,1.0,990,2021-05-24,0.065,2820.0,64.0
2060,S,98115,Seattle,925000,1.0,2.0,1.0,1380,2021-05-14,0.115,5016.0,64.0
2061,S,98115,Seattle,700000,12.0,3.0,1.0,1500,2021-05-11,0.172,7499.0,64.0
2062,S,98115,Seattle,760000,4.0,3.0,1.0,1340,2021-05-23,0.087,3800.0,64.0
2063,S,98115,Seattle,639000,7.0,4.0,1.0,1720,2021-05-16,0.14,6120.0,64.0
2064,S,98115,Seattle,895000,101.0,4.0,1.0,1780,2021-05-27,0.088,3850.0,64.0
2065,S,98115,Seattle,990000,7.0,5.0,1.75,2340,2021-05-19,0.16,6960.0,64.0
2066,A,98115,Seattle,729950,16.0,1.0,1.5,1312,2021-05-14,0.017,739.0,64.0
2067,A,98115,Seattle,649950,16.0,2.0,1.75,1032,2021-04-30,0.015,669.0,64.0
2068,S,98008,Bellevue,980000,5.0,3.0,1.0,1140,2021-05-18,0.171,7436.0,83.0
2069,A,98115,Seattle,725000,18.0,2.0,1.5,1160,2021-05-12,0.117,5100.0,64.0
2070,A,98115,Seattle,799000,87.0,2.0,1.75,1524,2021-03-04,0.029,1278.0,64.0
2071,S,98115,Seattle,725000,5.0,2.0,1.75,960,2021-05-19,0.106,4610.0,64.0
2072,S,98115,Seattle,760000,4.0,2.0,2.0,1490,2021-05-07,0.076,3330.0,64.0
2073,S,98115,Seattle,799000,7.0,2.0,1.75,1258,2021-04-30,0.026,1113.0,64.0
2074,S,98115,Seattle,945000,6.0,2.0,1.75,1300,2021-05-20,0.17,7420.0,64.0
2075,S,98115,Seattle,1100300,5.0,2.0,1.75,1930,2021-04-30,0.138,6000.0,64.0
2076,S,98115,Seattle,1200000,6.0,2.0,1.75,2050,2021-05-17,0.134,5841.0,64.0
2077,A,98115,Seattle,690000,23.0,3.0,1.5,1298,2021-05-07,0.028,1205.0,64.0
2078,A,98115,Seattle,775000,60.0,3.0,1.75,1397,2021-03-31,0.033,1432.0,64.0
2079,A,98008,Bellevue,640000,2.0,3.0,1.75,1621,2021-05-28,0.045,1975.0,83.0
2080,A,98115,Seattle,849500,52.0,3.0,1.75,1540,2021-04-08,0.024,1044.0,64.0
2081,S,98115,Seattle,660000,22.0,3.0,1.75,1020,2021-05-11,0.243,10584.0,64.0
2082,S,98115,Seattle,749000,8.0,3.0,1.75,1468,2021-05-28,0.02,853.0,64.0
2083,S,98115,Seattle,749000,25.0,3.0,1.75,1433,2021-05-17,0.019,830.0,64.0
2084,S,98115,Seattle,774000,20.0,3.0,1.75,1305,2021-05-17,0.022,977.0,64.0
2085,S,98115,Seattle,805000,6.0,3.0,1.75,1360,2021-05-28,0.22,9570.0,64.0
2086,S,98115,Seattle,825000,7.0,3.0,1.75,1560,2021-05-10,0.115,5003.0,64.0
2087,S,98115,Seattle,857500,9.0,3.0,2.0,1720,2021-05-07,0.094,4080.0,64.0
2088,S,98115,Seattle,950000,4.0,3.0,1.75,1530,2021-05-10,0.19,8287.0,64.0
2089,S,98115,Seattle,975000,6.0,3.0,2.0,1650,2021-04-30,0.122,5313.0,64.0
2090,A,98008,Bellevue,3300000,3.0,3.0,1.5,1760,2021-05-27,0.728,31724.0,83.0
2091,S,98115,Seattle,1005500,6.0,3.0,2.0,2080,2021-05-03,0.115,5000.0,64.0
2092,S,98115,Seattle,1060000,5.0,3.0,1.75,1810,2021-05-25,0.155,6750.0,64.0
2093,S,98115,Seattle,1106000,4.0,3.0,2.0,1400,2021-04-30,0.13,5655.0,64.0
2094,S,98115,Seattle,1161000,5.0,3.0,2.0,1880,2021-05-14,0.114,4950.0,64.0
2095,S,98115,Seattle,1185000,6.0,3.0,1.75,2290,2021-05-20,0.118,5141.0,64.0
2096,S,98115,Seattle,1200000,14.0,3.0,1.75,2050,2021-05-27,0.105,4590.0,64.0
2097,S,98115,Seattle,1200000,4.0,3.0,1.75,1710,2021-05-11,0.171,7440.0,64.0
2098,S,98115,Seattle,1266300,6.0,3.0,1.5,1820,2021-05-13,0.164,7134.0,64.0
2099,S,98115,Seattle,1515000,8.0,3.0,2.0,1790,2021-05-29,0.182,7920.0,64.0
2100,S,98115,Seattle,2100000,7.0,3.0,2.0,2510,2021-05-28,0.182,7920.0,64.0
2101,S,98008,Bellevue,880000,4.0,3.0,2.0,1840,2021-05-29,0.126,5468.0,83.0
2102,A,98115,Seattle,915000,3.0,4.0,1.75,1740,2021-05-27,0.106,4635.0,64.0
2103,A,98115,Seattle,978000,3.0,4.0,2.0,2180,2021-05-27,0.162,7072.0,64.0
2104,A,98115,Seattle,1150000,16.0,4.0,1.75,2220,2021-05-14,0.152,6636.0,64.0
2105,A,98115,Seattle,1250000,9.0,4.0,1.5,2190,2021-05-21,0.115,5000.0,64.0
2106,S,98115,Seattle,800000,5.0,4.0,2.0,2440,2021-05-21,0.124,5400.0,64.0
2107,S,98115,Seattle,925000,5.0,4.0,2.0,2091,2021-05-03,0.165,7168.0,64.0
2108,S,98115,Seattle,955000,8.0,4.0,1.75,2040,2021-05-26,0.116,5050.0,64.0
2109,S,98115,Seattle,960000,19.0,4.0,1.75,2060,2021-05-29,0.115,5000.0,64.0
2110,S,98115,Seattle,1074000,6.0,4.0,1.5,2390,2021-05-18,0.14,6120.0,64.0
2111,S,98115,Seattle,1077000,7.0,4.0,1.5,2240,2021-05-25,0.136,5945.0,64.0
2112,S,98008,Bellevue,1040000,4.0,3.0,1.75,1250,2021-05-21,0.165,7200.0,83.0
2113,S,98115,Seattle,1115000,4.0,4.0,1.75,1970,2021-05-17,0.139,6050.0,64.0
2114,S,98115,Seattle,1170000,6.0,4.0,1.75,2100,2021-05-21,0.087,3800.0,64.0
2115,S,98115,Seattle,1012000,6.0,5.0,1.75,2870,2021-05-19,0.094,4080.0,64.0
2116,S,98115,Seattle,1600000,8.0,4.0,2.5,2610,2021-05-03,0.118,5123.0,64.0
2117,A,98115,Seattle,725000,24.0,3.0,2.5,1370,2021-05-06,0.029,1256.0,64.0
2118,A,98115,Seattle,868000,3.0,3.0,2.25,1629,2021-05-27,0.038,1671.0,64.0
2119,A,98115,Seattle,875000,2.0,3.0,2.5,1520,2021-05-28,0.07,3060.0,64.0
2120,S,98115,Seattle,810000,4.0,3.0,2.5,1380,2021-05-07,0.036,1561.0,64.0
2121,S,98115,Seattle,876000,26.0,3.0,2.0,1340,2021-05-28,0.094,4100.0,64.0
2122,S,98115,Seattle,913000,4.0,3.0,2.75,2040,2021-05-23,0.117,5111.0,64.0
2123,S,98008,Bellevue,1175000,2.0,4.0,2.0,2030,2021-05-05,0.174,7560.0,83.0
2124,S,98115,Seattle,950000,8.0,3.0,2.75,2500,2021-05-14,0.094,4080.0,64.0
2125,S,98115,Seattle,1210000,5.0,3.0,2.75,2610,2021-05-14,0.141,6138.0,64.0
2126,A,98115,Seattle,1335000,18.0,4.0,2.75,2760,2021-05-12,0.152,6600.0,64.0
2127,A,98115,Seattle,1349000,16.0,4.0,2.75,2720,2021-05-25,0.125,5457.0,64.0
2128,S,98115,Seattle,1075000,5.0,4.0,2.5,2260,2021-05-03,0.15,6540.0,64.0
2129,S,98115,Seattle,1100000,5.0,4.0,2.25,1990,2021-05-14,0.125,5454.0,64.0
2130,S,98115,Seattle,1115000,6.0,4.0,2.75,2180,2021-05-13,0.124,5400.0,64.0
2131,S,98115,Seattle,1150000,6.0,4.0,2.75,2460,2021-05-26,0.152,6621.0,64.0
2132,S,98115,Seattle,1151000,5.0,4.0,3.0,1990,2021-05-01,0.146,6380.0,64.0
2133,S,98115,Seattle,1250000,5.0,4.0,2.75,2150,2021-05-21,0.14,6120.0,64.0
2134,S,98008,Bellevue,1050000,4.0,5.0,1.75,2570,2021-05-20,0.169,7358.0,83.0
2135,S,98115,Seattle,1400000,7.0,4.0,2.5,2570,2021-05-27,0.108,4700.0,64.0
2136,S,98115,Seattle,1432000,6.0,4.0,2.5,2850,2021-05-07,0.07,3060.0,64.0
2137,S,98115,Seattle,1600000,13.0,4.0,3.0,2770,2021-05-11,0.124,5398.0,64.0
2138,S,98115,Seattle,1628000,5.0,4.0,2.75,2685,2021-05-14,0.115,5000.0,64.0
2139,S,98115,Seattle,1725000,5.0,4.0,3.0,2540,2021-05-04,0.158,6901.0,64.0
2140,A,98115,Seattle,1499999,62.0,5.0,3.0,3343,2021-03-29,0.092,4000.0,64.0
2141,S,98115,Seattle,1609000,5.0,5.0,2.25,3400,2021-05-25,0.14,6120.0,64.0
2142,S,98115,Seattle,1650000,7.0,5.0,2.75,3730,2021-05-11,0.163,7085.0,64.0
2143,A,98115,Seattle,1080000,15.0,3.0,3.5,1687,2021-05-20,1.527,66537.0,64.0
2144,S,98115,Seattle,1375000,2.0,3.0,3.25,2984,2021-05-06,0.129,5610.0,64.0
2145,A,98008,Bellevue,685000,5.0,3.0,2.5,1600,2021-05-25,0.027,1196.0,83.0
2146,A,98115,Seattle,2199999,9.0,4.0,3.75,3627,2021-05-21,0.14,6120.0,64.0
2147,S,98115,Seattle,1649995,8.0,4.0,3.25,4120,2021-05-07,0.234,10200.0,64.0
2148,S,98115,Seattle,1912500,9.0,4.0,3.25,4220,2021-05-28,0.102,4463.0,64.0
2149,A,98115,Seattle,1395000,5.0,5.0,3.5,3344,2021-05-25,0.096,4185.0,64.0
2150,S,98115,Seattle,1675000,6.0,5.0,3.5,4930,2021-05-28,0.211,9191.0,64.0
2151,S,98115,Seattle,1710000,6.0,5.0,3.25,4090,2021-05-14,0.214,9320.0,64.0
2152,S,98115,Seattle,1999950,2.0,5.0,3.25,3148,2021-05-14,0.115,5004.0,64.0
2153,S,98115,Seattle,2159950,19.0,5.0,4.0,3030,2021-05-04,0.133,5775.0,64.0
2154,S,98115,Seattle,2165000,6.0,5.0,3.25,3400,2021-05-03,0.114,4954.0,64.0
2155,S,98115,Seattle,2725000,7.0,5.0,3.25,4190,2021-05-21,0.146,6367.0,64.0
2156,A,98008,Bellevue,930000,4.0,3.0,2.25,1550,2021-05-26,0.21,9129.0,83.0
2157,A,98115,Seattle,950000,10.0,6.0,3.25,2800,2021-05-21,0.167,7280.0,64.0
2158,S,98115,Seattle,3000000,75.0,6.0,4.0,4360,2021-05-18,0.16,6970.0,64.0
2159,A,98115,Seattle,1098000,88.0,3.0,4.0,3340,2021-05-20,0.087,3800.0,64.0
2160,S,98115,Lake Forest Park,1555000,6.0,4.0,3.5,4650,2021-05-13,0.63,27436.0,82.0
2161,A,98116,Seattle,650000,4.0,2.0,1.0,870,2021-05-26,0.132,5750.0,64.0
2162,A,98116,Seattle,1650000,747.0,2.0,1.0,1900,2020-10-26,0.207,9020.0,64.0
2163,S,98116,Seattle,605000,6.0,2.0,1.0,720,2021-05-15,0.047,2063.0,64.0
2164,S,98116,Seattle,651000,6.0,2.0,1.0,970,2021-05-24,0.132,5750.0,64.0
2165,S,98116,Seattle,675000,7.0,2.0,1.0,880,2021-05-20,0.115,5000.0,64.0
2166,S,98116,Seattle,755000,4.0,2.0,1.0,1160,2021-05-28,0.129,5635.0,64.0
2167,S,98008,Bellevue,726000,5.0,3.0,2.25,1960,2021-05-26,0.027,1196.0,83.0
2168,S,98116,Seattle,823000,5.0,2.0,1.0,1520,2021-05-19,0.084,3680.0,64.0
2169,S,98116,Seattle,850000,2.0,3.0,1.0,1770,2021-05-27,0.124,5382.0,64.0
2170,S,98116,Seattle,1000000,4.0,3.0,1.0,1140,2021-05-18,0.132,5750.0,64.0
2171,A,98116,Seattle,525000,24.0,2.0,1.5,920,2021-05-06,0.01,456.0,64.0
2172,A,98116,Seattle,645000,134.0,2.0,1.5,1260,2021-05-14,0.024,1037.0,64.0
2173,S,98116,Seattle,600000,2.0,2.0,2.0,1030,2021-05-15,0.047,2041.0,64.0
2174,S,98116,Seattle,625000,13.0,2.0,1.5,860,2021-05-13,0.024,1059.0,64.0
2175,S,98116,Seattle,639950,4.0,2.0,2.0,1120,2021-05-29,0.018,780.0,64.0
2176,S,98116,Seattle,740000,5.0,2.0,1.5,830,2021-05-20,0.148,6426.0,64.0
2177,S,98116,Seattle,1050000,6.0,2.0,1.75,1780,2021-05-07,0.134,5850.0,64.0
2178,S,98008,Bellevue,965000,4.0,3.0,2.5,1540,2021-05-13,0.202,8800.0,83.0
2179,A,98116,Seattle,740000,2.0,3.0,1.75,1740,2021-05-28,0.029,1256.0,64.0
2180,A,98116,Seattle,849000,38.0,3.0,1.75,1470,2021-05-18,0.027,1175.0,64.0
