#,MLS,Stat,Type,Address,ZipCode,City,City Code,State,List/Sell,Days on Market,Bds,Bths,SF,Start Date,Acres,Source,Lot Square Footage,Property Type,SchoolDistric,Livability Index,#,,,,Town,Livability Index
466,1759745,S,RESI,32033 NE 139th St,98019,Duvall,600,WA,"825,000",1,3,2.5,1760,05/20/2021  ,0.878,County,38265,Single Family,Riverview,84,3655,,,,,
467,1764426,S,RESI,26817 NE 163rd St,98019,Duvall,600,WA,"840,000",3,3,2.5,1800,05/25/2021  ,0.145,Realist,6300,Single Family,Riverview,84,3656,,,,,
468,1752625,S,RESI,15202 277th Place NE,98019,Duvall,600,WA,"855,000",5,3,3,2190,05/13/2021  ,0.119,Tax Records,5202,Single Family,Riverview,84,3657,,,,,
469,1770737,A,RESI,13821 282nd Ct NE,98019,Duvall,600,WA,"820,000",14,4,2.5,2490,05/21/2021  ,0.192,King County Tax,8380,Single Family,Riverview,84,3658,,,,,
470,1777341,A,RESI,15717 Manion Wy NE,98019,Duvall,600,WA,"950,000",3,4,2.5,2530,05/27/2021  ,0.392,Tax Records,17058,Single Family,Riverview,84,3659,,,,,
471,1772424,A,RESI,13415 Batten Rd NE,98019,Duvall,600,WA,"1,297,500",15,4,2.75,3450,05/15/2021  ,2.317,KR,100938,Single Family,Riverview,84,3660,,,,,
472,1748775,S,RESI,26914 NE Ring St,98019,Duvall,600,WA,"810,000",7,4,2.5,2310,05/13/2021  ,0.22,Realist,9600,Single Family,Riverview,84,3661,,,,,
473,1743731,S,RESI,27521 NE 140th Place,98019,Duvall,600,WA,"835,500",4,4,2.5,2100,05/06/2021  ,0.272,Realist,11867,Single Family,Riverview,84,3662,,,,,
474,1715035,S,RESI,27910 NE 147th Cir,98019,Duvall,600,WA,"865,000",8,4,2.75,2390,05/07/2021  ,0.143,King County,6242,Single Family,Riverview,84,3663,,,,,
475,1761273,S,RESI,27520 NE 141st Place,98019,Duvall,600,WA,"875,000",2,4,2.75,2018,05/04/2021  ,0.323,Realist,14057,Single Family,Riverview,84,3664,,,,,
476,1753489,S,RESI,14006 278th Place NE,98019,Duvall,600,WA,"919,000",4,4,2.5,2080,05/20/2021  ,0.324,Realist,14128,Single Family,Riverview,84,3665,,,,,
477,1751261,S,RESI,28328 NE 116th St,98019,Duvall,600,WA,"920,000",8,4,2.25,4420,05/14/2021  ,9.65,Public Records,420354,Single Family,Riverview,84,3666,,,,,
478,1749553,S,RESI,31509 NE Cherry Valley Rd,98019,Duvall,600,WA,"950,000",2,4,2.5,2250,05/06/2021  ,1.97,Public Records,85813,Single Family,Riverview,84,3667,,,,,
479,1740346,S,RESI,14921 272nd Place NE,98019,Duvall,600,WA,"955,000",4,4,2.5,2980,05/03/2021  ,0.177,KCR,7700,Single Family,Riverview,84,3668,,,,,
480,1758429,S,RESI,28200 NE 148th Place,98019,Duvall,600,WA,"970,000",5,4,2.5,2350,05/20/2021  ,0.321,Realist,14001,Single Family,Riverview,84,3669,,,,,
481,1753143,S,RESI,27528 NE 146th Lane,98019,Duvall,600,WA,"975,000",4,4,2.5,2580,05/13/2021  ,0.322,KCR,14029,Single Family,Riverview,84,3670,,,,,
482,1729221,S,RESI,27220 NE 150th St,98019,Duvall,600,WA,"1,006,000",6,4,2.5,2400,05/12/2021  ,0.172,Realist,7478,Single Family,Riverview,84,3671,,,,,
483,1758309,S,RESI,15023 272nd Place NE,98019,Duvall,600,WA,"1,020,000",4,4,2.5,3208,05/20/2021  ,0.209,Realist- Buyer to Verify,9100,Single Family,Riverview,84,3672,,,,,
484,1756078,S,RESI,15131 Manion Wy NE,98019,Duvall,600,WA,"1,050,000",2,4,2.75,2413,05/24/2021  ,0.425,Public Records,18523,Single Family,Riverview,84,3673,,,,,
485,1765341,S,RESI,19807 330th Ave NE,98019,Duvall,600,WA,"1,250,000",12,4,2.5,2730,05/28/2021  ,0.456,Public Records,19877,Single Family,Riverview,84,3674,,,,,
486,1754721,S,RESI,27819 NE 153rd Place,98019,Duvall,600,WA,"980,000",4,5,2.5,2669,04/30/2021  ,0.212,County Records,9216,Single Family,Riverview,84,3675,,,,,
487,1755766,S,RESI,28701 NE 156th St,98019,Duvall,600,WA,"990,000",4,5,2.75,2910,05/27/2021  ,0.189,King County,8233,Single Family,Riverview,84,3676,,,,,
488,1740462,S,RESI,15508 289th Place NE,98019,Duvall,600,WA,"1,000,000",2,5,2.5,2850,05/11/2021  ,0.139,realist,6073,Single Family,Riverview,84,3677,,,,,
489,1743448,S,RESI,31510 NE 139th St,98019,Duvall,600,WA,"1,220,000",8,4,3.75,2775,04/30/2021  ,4.593,Tax records,200091,Single Family,Riverview,84,3678,,,,,
490,1734350,S,RESI,14120 3rd (Homesite #23) Ave,98019,Duvall,600,WA,"824,995",8,4,3,2084,04/30/2021  ,0.044,Plans,1913,Single Family,Riverview,84,3679,,,,,
491,1747662,S,RESI,14128 3rd (Homesite #22) Ave,98019,Duvall,600,WA,"999,995",8,4,3.25,2097,05/28/2021  ,0.054,Plans,2352,Single Family,Riverview,84,3680,,,,,
492,1753701,S,RESI,15423 3rd Place NE,98019,Duvall,600,WA,"860,000",5,5,3.5,3100,05/10/2021  ,0.179,MLS Map,7795,Single Family,Riverview,84,3681,,,,,
493,1741989,S,RESI,28602 NE 156th St,98019,Duvall,600,WA,"1,045,000",4,5,3.25,3650,05/21/2021  ,0.151,Realist,6565,Single Family,Riverview,84,3682,,,,,
494,1760821,S,RESI,18101 62nd Ave NE #103,98020,Kenmore,720,WA,"1,025,000",2,3,3,2018,05/24/2021  ,0.042,Realist/NWMLS,1829,Single Family,Northshore,81,3683,,,,,
495,1765912,S,RESI,1929 Lafromboise St,98022,Enumclaw,300,WA,"340,000",6,1,0.75,840,05/26/2021  ,0.165,Realist-Buyer to Verify,7202,Single Family,Enumclaw,0,3684,,,,,
496,1547873,A,RESI,45521 212th Ave SE,98022,Enumclaw,300,WA,"2,900,000",444,2,1,850,03/10/2021  ,109.700,Realist,4778532,Single Family,Enumclaw,0,3685,,,,,
497,1747488,S,RESI,1335 Marion St,98022,Enumclaw,300,WA,"379,950",5,2,1,1000,05/05/2021  ,0.115,Public Records,5000,Single Family,Enumclaw,0,3686,,,,,
498,1764191,S,RESI,1101 Wells St,98022,Enumclaw,300,WA,"393,000",4,2,1,920,05/17/2021  ,0.161,Realist,7000,Single Family,Enumclaw,0,3687,,,,,
499,1752247,S,RESI,2024 Fell St,98022,Enumclaw,300,WA,"440,000",4,2,1,1090,05/17/2021  ,0.133,Realist,5800,Single Family,Enumclaw,0,3688,,,,,
500,1779155,A,RESI,1214 Porter St,98022,Enumclaw,300,WA,"479,900",4,3,1,1320,05/26/2021  ,0.091,Realist,3954,Single Family,Enumclaw,0,3689,,,,,
501,1762426,S,RESI,1186 Florence St,98022,Enumclaw,300,WA,"450,000",6,3,1,1300,05/28/2021  ,0.233,Realist,10160,Single Family,Enumclaw,0,3690,,,,,
502,1750408,S,RESI,1981 Lafromboise St,98022,Enumclaw,300,WA,"465,000",5,3,1,1190,05/17/2021  ,0.165,Realist,7198,Single Family,Enumclaw,0,3691,,,,,
503,1780741,A,RESI,25715 SE 456th St,98022,Enumclaw,300,WA,"849,999",4,2,1.25,1560,05/26/2021  ,18.090 ,County Records,788000,Single Family,Enumclaw,0,3692,,,,,
504,1781523,A,RESI,1929 Gossard St,98022,Enumclaw,300,WA,"365,000",2,3,1.75,1690,05/28/2021  ,0.379,King County,16495,Single Family,Enumclaw,0,3693,,,,,
505,1780233,A,RESI,1828 Gossard St,98022,Enumclaw,300,WA,"725,000",6,3,2,1890,05/24/2021  ,0.605,Tax Records,26350,Single Family,Enumclaw,0,3694,,,,,
506,1763417,S,RESI,1134 Cole St,98022,Enumclaw,300,WA,"400,000",4,3,1.5,1220,05/29/2021  ,0.138,public record,6000,Single Family,Enumclaw,0,3695,,,,,
507,1724701,S,RESI,1069 Florence St,98022,Enumclaw,300,WA,"405,000",22,3,1.5,1360,05/12/2021  ,0.207,King County,9000,Single Family,Enumclaw,0,3696,,,,,
508,1744394,S,RESI,1919 Clovercrest St,98022,Enumclaw,300,WA,"460,000",4,3,1.25,1410,05/08/2021  ,0.179,Public Records,7800,Single Family,Enumclaw,0,3697,,,,,
509,1749101,S,RESI,37235 W lake walker Dr SE,98022,Enumclaw,300,WA,"478,950",6,3,2,2200,05/10/2021  ,1.047,County,45609,Single Family,Enumclaw,0,3698,,,,,
510,1743450,S,RESI,445 Petersen Dr E,98022,Enumclaw,300,WA,"490,000",21,3,2,1670,05/17/2021  ,0.108,Public Record,4702,Single Family,Enumclaw,0,3699,,,,,
511,1754436,S,RESI,1442 Pioneer St,98022,Enumclaw,300,WA,"575,000",4,3,1.75,2140,05/21/2021  ,0.241,County,10489,Single Family,Enumclaw,0,3700,,,,,
512,1751891,S,RESI,46914 286th Ave SE,98022,Enumclaw,300,WA,"600,000",16,3,2,1420,05/14/2021  ,0.853,King County,37160,Single Family,Enumclaw,0,3701,,,,,
513,1757431,S,RESI,42101 236th Ave SE,98022,Enumclaw,300,WA,"749,900",4,3,1.75,1080,05/24/2021  ,9.79,Realist,426452,Single Family,Enumclaw,0,3702,,,,,
514,1751482,S,RESI,37538 Veazie Cumberland Rd SE,98022,Enumclaw,300,WA,"760,000",3,3,1.75,1900,04/30/2021  ,1.67,Realist,72745,Single Family,Enumclaw,0,3703,,,,,
515,1783048,A,RESI,345 Hogan Dr,98022,Enumclaw,300,WA,"622,990",1,4,1.75,1740,05/29/2021  ,0.307,Builder,13360,Single Family,Enumclaw,0,3704,,,,,
516,1755536,S,RESI,205 Jewell St,98022,Enumclaw,300,WA,"525,000",6,4,2,1670,05/19/2021  ,0.232,KCR,10094,Single Family,Enumclaw,0,3705,,,,,
517,1742877,S,RESI,1816 Florence St,98022,Enumclaw,300,WA,"408,242",3,5,1.75,1420,05/11/2021  ,0.182,Tax Records,7915,Single Family,Enumclaw,0,3706,,,,,
518,1754775,S,RESI,23324 SE 436th St,98022,Enumclaw,300,WA,"737,000",5,4,2.25,1820,05/25/2021  ,1.14,Public Records,49658,Single Family,Enumclaw,0,3707,,,,,
519,1777399,A,RESI,31101 SE 384th St,98022,Enumclaw,300,WA,"849,950",11,5,2.5,3704,05/19/2021  ,7.442,public records,324188,Single Family,Enumclaw,0,3708,,,,,
520,1779662,A,RESI,28104 SE 380th Place,98022,Enumclaw,300,WA,"899,950",4,2,2.25,1980,05/26/2021  ,9.57,Public Records,416869,Single Family,Enumclaw,0,3709,,,,,
521,1781898,A,RESI,220 Jewell St,98022,Enumclaw,300,WA,"450,000",3,3,2.25,1420,05/27/2021  ,0.182,King County Records,7946,Single Family,Enumclaw,0,3710,,,,,
522,1777246,A,RESI,20602 SE 424th St,98022,Enumclaw,300,WA,"949,000",9,3,2.5,2450,05/21/2021  ,4.85,KCR,211266,Single Family,Enumclaw,0,3711,,,,,
523,1765398,S,RESI,643 Mount Peak St N,98022,Enumclaw,300,WA,"530,000",6,3,2.5,2260,05/28/2021  ,0.121,Realist- Buyer to Verify,5250,Single Family,Enumclaw,0,3712,,,,,
524,1751340,S,RESI,1203 Berilla Dr,98022,Enumclaw,300,WA,"551,000",4,3,2.5,2130,05/06/2021  ,0.196,Realist,8558,Single Family,Enumclaw,0,3713,,,,,
525,1749183,S,RESI,741 Voss St,98022,Enumclaw,300,WA,"850,000",3,3,2.75,2620,05/07/2021  ,0.251,Public Records,10942,Single Family,Enumclaw,0,3714,,,,,
526,1741290,S,RESI,37915 292nd Wy SE,98022,Enumclaw,300,WA,"969,950",7,3,2.75,2420,04/30/2021  ,20.040 ,Tax Records,872942,Single Family,Enumclaw,0,3715,,,,,
527,1779263,A,RESI,408 Berninger St,98022,Enumclaw,300,WA,"525,000",8,4,2.25,1840,05/22/2021  ,0.202,see public records,8790,Single Family,Enumclaw,0,3716,,,,,
528,1780984,A,RESI,28620 SE 464th Ct,98022,Enumclaw,300,WA,"550,000",3,4,2.25,2300,05/27/2021  ,0.315,KCR,13706,Single Family,Enumclaw,0,3717,,,,,
529,1781559,A,RESI,23530 SE 473rd St,98022,Enumclaw,300,WA,"589,999",3,4,2.75,2190,05/27/2021  ,0.235,title co,10240,Single Family,Enumclaw,0,3718,,,,,
530,1783143,A,RESI,379 Hogan Dr,98022,Enumclaw,300,WA,"699,990",0,4,2.5,2400,05/30/2021  ,0.412,Builder,17955,Single Family,Enumclaw,0,3719,,,,,
531,1759954,A,RESI,19825 SE 424th St,98022,Enumclaw,300,WA,"1,160,000",38,4,2.5,2640,04/26/2021  ,8.55,Realist,372438,Single Family,Enumclaw,0,3720,,,,,
532,1757492,S,RESI,28624 SE 434th St,98022,Enumclaw,300,WA,"450,000",6,4,2.5,2168,05/17/2021  ,5.84,Realist,254390,Single Family,Enumclaw,0,3721,,,,,
533,1716772,S,RESI,160 Love Drive,98022,Enumclaw,300,WA,"500,000",2,4,3,2171,05/28/2021  ,0.1,public record,4342,Single Family,Enumclaw,0,3722,,,,,
534,1754827,S,RESI,508 Wallace Ave,98022,Enumclaw,300,WA,"520,000",4,4,2.5,1700,05/21/2021  ,0.265,KCR,11540,Single Family,Enumclaw,0,3723,,,,,
535,1754736,S,RESI,213 Bondgard,98022,Enumclaw,300,WA,"550,000",7,4,2.5,2470,05/21/2021  ,0.103,Public records,4500,Single Family,Enumclaw,0,3724,,,,,
536,1754075,S,RESI,2935 Highpoint St,98022,Enumclaw,300,WA,"600,000",4,4,2.5,2640,05/12/2021  ,0.193,Realist,8400,Single Family,Enumclaw,0,3725,,,,,
537,1762343,S,RESI,216 Cooper Lane N,98022,Enumclaw,300,WA,"625,000",2,4,2.5,2520,05/25/2021  ,0.121,per KCR,5275,Single Family,Enumclaw,0,3726,,,,,
538,1654589,S,RESI,2691 Terry Ct,98022,Enumclaw,300,WA,"659,950",3,4,2.75,2712,05/14/2021  ,0.208,Plat map,9050,Single Family,Enumclaw,0,3727,,,,,
539,1763858,S,RESI,30206 SE 384th St,98022,Enumclaw,300,WA,"790,000",4,4,2.5,2650,05/24/2021  ,1.59,Realist,69260,Single Family,Enumclaw,0,3728,,,,,
540,1744351,S,RESI,39089 254th Ave SE,98022,Enumclaw,300,WA,"1,200,000",37,4,2.5,4300,05/09/2021  ,2.31,Realist,100623,Single Family,Enumclaw,0,3729,,,,,
541,1758025,S,RESI,1155 Wells St,98022,Enumclaw,300,WA,"527,000",5,5,2.5,3320,05/21/2021  ,0.149,Public Record,6500,Single Family,Enumclaw,0,3730,,,,,
542,1616706,S,RESI,1358 Highpoint St #9-2,98022,Enumclaw,300,WA,"673,672",0,5,2.5,3244,05/30/2021  ,0.195,Plat Map,8483,Single Family,Enumclaw,0,3731,,,,,
543,1583124,A,RESI,21916 SE 392nd St,98022,Enumclaw,300,WA,"1,749,999",382,3,3,5960,05/13/2020  ,26.038 ,Tax Records,1134232,Single Family,Enumclaw,0,3732,,,,,
544,1773058,A,RESI,2715 May Ct,98022,Enumclaw,300,WA,"610,800",17,4,3.25,3400,05/13/2021  ,0.302,Public Records,13171,Single Family,Enumclaw,0,3733,,,,,
545,1776850,A,RESI,23402 SE 400th St,98022,Enumclaw,300,WA,"1,150,000",11,4,3.5,2920,05/19/2021  ,9.1,Realist,396396,Single Family,Enumclaw,0,3734,,,,,
546,1754493,S,RESI,44223 224th Ave SE,98022,Enumclaw,300,WA,"1,042,000",6,4,2.75,3126,05/04/2021  ,2,Public Records,87120,Single Family,Enumclaw,0,3735,,,,,
547,1756493,S,RESI,39523 252nd Ave SE,98022,Enumclaw,300,WA,"1,250,000",3,4,3.25,3600,05/20/2021  ,4.97,Realist,216493,Single Family,Enumclaw,0,3736,,,,,
548,1746727,S,RESI,29924 SE 375th St,98022,Enumclaw,300,WA,"806,000",21,4,4.5,4320,05/07/2021  ,1.23,Realist,53578,Single Family,Enumclaw,0,3737,,,,,
549,1755102,S,RESI,37135 4th Ave SW,98023,Federal Way,100,WA,"450,000",5,2,1.75,1370,05/06/2021  ,0.363,King Co Assessor Recor,15815,Single Family,Federal Way,0,3738,,,,,
550,1779953,A,RESI,826 SW 306th St,98023,Federal Way,110,WA,"399,000",4,3,1,,05/26/2021  ,0.193,KCR,8424,Single Family,Federal Way,0,3739,,,,,
551,1756886,A,RESI,4432 SW 335th St,98023,Federal Wa,110,WA,"799,000",45,3,1,1180,04/15/2021  ,0.494,Realist,21535,Single Family,Federal Way,0,3740,,,,,
552,1754370,S,RESI,30520 7th Ave,98023,Federal Wa,110,WA,"415,000",4,3,1,840,05/21/2021  ,0.193,Realist,8400,Single Family,Federal Way,0,3741,,,,,
553,1781916,A,RESI,1929 SW 324th St,98023,Federal Wa,110,WA,"469,950",2,3,2,1320,05/28/2021  ,0.148,Co Assessor,6456,Single Family,Federal Way,0,3742,,,,,
554,1780634,A,RESI,32821 11th Ave SW,98023,Federal Wa,110,WA,"650,000",5,3,1.75,2040,05/25/2021  ,0.168,Realist,7339,Single Family,Federal Way,0,3743,,,,,
555,1768257,S,RESI,33241 26 Ave SW,98023,Federal Wa,110,WA,"320,000",8,3,1.75,924,05/28/2021  ,0.072,king county,3145,Single Family,Federal Way,0,3744,,,,,
556,1746315,S,RESI,33004 22nd Ave SW,98023,Federal Wa,110,WA,"385,000",5,3,1.75,1140,05/03/2021  ,0.241,KCR,10496,Single Family,Federal Way,0,3745,,,,,
557,1757585,S,RESI,3017 SW 317th Place,98023,Federal Wa,110,WA,"453,000",5,3,1.75,1180,05/12/2021  ,0.154,Public records,6730,Single Family,Federal Way,0,3746,,,,,
558,1745799,S,RESI,33429 40th Ave SW,98023,Federal Wa,110,WA,"460,000",9,3,2,1420,05/05/2021  ,0.22,King County,9600,Single Family,Federal Way,0,3747,,,,,
559,1744554,S,RESI,2626 SW 348th Place,98023,Federal Wa,110,WA,"475,000",4,3,1.5,1520,05/12/2021  ,0.173,Public Records,7537,Single Family,Federal Way,0,3748,,,,,
560,1758508,S,RESI,30818 7th Ave SW,98023,Federal Wa,110,WA,"485,000",5,3,1.75,1490,05/11/2021  ,0.241,Realist,10500,Single Family,Federal Way,0,3749,,,,,
561,1740972,S,RESI,930 SW 356th St,98023,Federal Wa,110,WA,"500,000",5,3,1.75,1720,05/17/2021  ,0.335,Realist,14580,Single Family,Federal Way,0,3750,,,,,
562,1758125,S,RESI,1430 SW 352nd Ct,98023,Federal Wa,110,WA,"515,000",2,3,2,1340,05/23/2021  ,0.147,public records,6414,Single Family,Federal Way,0,3751,,,,,
563,1756085,S,RESI,32027 16th Place SW,98023,Federal Wa,110,WA,"530,000",1,3,1.75,1160,05/18/2021  ,0.192,County Records,8384,Single Family,Federal Way,0,3752,,,,,
564,1750639,S,RESI,1215 SW 347th Place,98023,Federal Wa,110,WA,"550,000",5,3,2,1900,05/28/2021  ,0.184,Tax Records,8002,Single Family,Federal Way,0,3753,,,,,
565,1738566,S,RESI,33730 4th Ave SW,98023,Federal Wa,110,WA,"700,000",1,3,2,2530,05/17/2021  ,0.403,KCR,17562,Single Family,Federal Way,0,3754,,,,,
566,1781299,A,RESI,52721 RES Undisclosed,98023,Federal Wa,110,WA,"600,000",3,4,2,1650,05/27/2021  ,0.186,tax records,8100,Single Family,Federal Way,0,3755,,,,,
567,1746782,S,RESI,2812 SW 330th St,98023,Federal Wa,110,WA,"440,000",9,4,2,1450,05/10/2021  ,0.194,Tax Records,8463,Single Family,Federal Way,0,3756,,,,,
568,1756578,S,RESI,32107 32nd Ave SW,98023,Federal Wa,110,WA,"777,000",5,4,1.75,2320,05/24/2021  ,0.205,Realist- Buyer to Verify,8925,Single Family,Federal Way,0,3757,,,,,
569,1779208,A,RESI,34010 30th Ave SW,98023,Federal Wa,110,WA,"470,000",4,3,2.25,1730,05/26/2021  ,0.167,Realist- Buyer to Verify,7272,Single Family,Federal Way,0,3758,,,,,
570,1781880,A,RESI,318 SW 327th Place,98023,Federal Wa,110,WA,"499,999",2,3,2.25,2060,05/28/2021  ,0.169,Realist,7350,Single Family,Federal Way,0,3759,,,,,
571,1782932,A,RESI,1430 SW 296 St,98023,Federal Wa,110,WA,"1,975,000",2,3,2.5,3510,05/29/2021  ,0.502,County Assessor,21888,Single Family,Federal Way,0,3760,,,,,
572,1741589,S,RESI,31245 10th Ct SW,98023,Federal Wa,110,WA,"430,000",5,3,2.5,1760,05/07/2021  ,0.071,King COunty records,3114,Single Family,Federal Way,0,3761,,,,,
573,1748967,S,RESI,31246 10th Ct SW,98023,Federal Wa,110,WA,"460,000",6,3,2.5,1770,05/10/2021  ,0.073,Realist,3200,Single Family,Federal Way,0,3762,,,,,
574,1761328,S,RESI,32634 50th Place SW,98023,Federal Wa,110,WA,"475,000",6,3,2.25,2110,05/25/2021  ,0.177,King County Records,7700,Single Family,Federal Way,0,3763,,,,,
575,1747944,S,RESI,1700 SW 347th Place,98023,Federal Wa,110,WA,"480,000",6,3,2.5,1640,05/10/2021  ,0.139,Realist,6069,Single Family,Federal Way,0,3764,,,,,
576,1748441,S,RESI,35018 13th Place SW,98023,Federal Wa,110,WA,"525,000",2,3,2.5,1850,04/30/2021  ,0.139,Realist- Buyer to Verify,6039,Single Family,Federal Way,0,3765,,,,,
577,1746561,S,RESI,1510 SW Dash Point Rd,98023,Federal Wa,110,WA,"542,000",7,3,2.5,2400,05/28/2021  ,0.31,REALIST,13500,Single Family,Federal Way,0,3766,,,,,
578,1762611,S,RESI,32306 18th Ave SW,98023,Federal Wa,110,WA,"550,000",2,3,2.5,1540,05/20/2021  ,0.151,County Records,6578,Single Family,Federal Way,0,3767,,,,,
579,1749078,S,RESI,31429 47th Place SW,98023,Federal Wa,110,WA,"550,000",5,3,2.5,2090,05/13/2021  ,0.115,public records,5000,Single Family,Federal Way,0,3768,,,,,
580,1743798,S,RESI,2722 SW 347th Place,98023,Federal Wa,110,WA,"550,000",4,3,2.5,2300,05/16/2021  ,0.165,Realist,7200,Single Family,Federal Way,0,3769,,,,,
581,1755327,S,RESI,4609 SW 316th Place,98023,Federal Wa,110,WA,"552,000",5,3,2.25,1440,05/13/2021  ,0.241,Realist,10500,Single Family,Federal Way,0,3770,,,,,
582,1735299,S,RESI,33740 27th Pl Sw,98023,Federal Wa,110,WA,"580,000",9,3,2.25,1900,05/17/2021  ,0.189,Realist,8250,Single Family,Federal Way,0,3771,,,,,
583,1756700,S,RESI,2836 SW 349 Place,98023,Federal Wa,110,WA,"600,000",7,3,2.75,2200,05/19/2021  ,0.172,KCR,7510,Single Family,Federal Way,0,3772,,,,,
584,1751803,S,RESI,32215 45th Place SW,98023,Federal Wa,110,WA,"612,000",4,3,2.25,1980,04/30/2021  ,0.238,realist,10367,Single Family,Federal Way,0,3773,,,,,
585,1758992,S,RESI,4514 SW 317th Place,98023,Federal Wa,110,WA,"615,000",4,3,2.25,1760,05/21/2021  ,0.182,Public Records,7920,Single Family,Federal Way,0,3774,,,,,
586,1781833,A,RESI,3213 SW 319th Place #19,98023,Federal Wa,110,WA,"449,950",4,4,2.75,2166,05/27/2021  ,0.05,Public Records,2166,Single Family,Federal Way,0,3775,,,,,
587,1781946,A,RESI,32624 39th Place SW,98023,Federal Wa,110,WA,"499,450",3,4,2.5,1900,05/27/2021  ,0.197,Realist,8600,Single Family,Federal Way,0,3776,,,,,
588,1780128,A,RESI,1814 SW 347th Place,98023,Federal Wa,110,WA,"575,000",3,4,2.5,2340,05/27/2021  ,0.255,Public Records,11122,Single Family,Federal Way,0,3777,,,,,
589,1770618,A,RESI,2719 SW 322nd St,98023,Federal Wa,110,WA,"599,000",6,4,2.75,2640,05/24/2021  ,0.172,CoreLogic,7500,Single Family,Federal Way,0,3778,,,,,
590,1771845,A,RESI,1955 SW 352nd St,98023,Federal Wa,110,WA,"599,990",10,4,2.5,1960,05/20/2021  ,0.166,Realist,7230,Single Family,Federal Way,0,3779,,,,,
591,1769444,A,RESI,1106 SW 329th Place,98023,Federal Wa,110,WA,"625,000",12,4,2.5,2390,05/26/2021  ,0.181,kc assesor,7873,Single Family,Federal Way,0,3780,,,,,
592,1754451,A,RESI,721 SW 368th St,98023,Federal Wa,110,WA,"649,950",38,4,2.5,2450,04/22/2021  ,0.689,Public Records,30000,Single Family,Federal Way,0,3781,,,,,
593,1779887,A,RESI,33210 2nd Place SW,98023,Federal Wa,110,WA,"750,000",6,4,2.5,3050,05/25/2021  ,0.253,realist,11024,Single Family,Federal Way,0,3782,,,,,
594,1746283,A,RESI,633 SW 295th St,98023,Federal Wa,110,WA,"874,999",46,4,3,3330,04/14/2021  ,0.258,Realist,11250,Single Family,Federal Way,0,3783,,,,,
595,1738012,S,RESI,32825 17th Ave SW,98023,Federal Way,110,WA,"500,000",6,4,2.5,1750,05/20/2021  ,0.149,Realist,6502,Single Family,Federal Way,0,3784,,,,,
596,1737143,S,RESI,4222 SW 323rd St,98023,Federal Way,110,WA,"549,000",5,4,2.25,2300,05/08/2021  ,0.173,Public Records,7524,Single Family,Federal Way,0,3785,,,,,
597,1734533,S,RESI,3611 SW 331st Place,98023,Federal Way,110,WA,"556,000",8,4,2.75,2150,04/30/2021  ,0.189,Public Records,8250,Single Family,Federal Way,0,3786,,,,,
598,1742980,S,RESI,32438 50th Place SW,98023,Federal Way,110,WA,"575,000",2,4,2.75,2330,05/29/2021  ,0.182,Realist,7931,Single Family,Federal Way,0,3787,,,,,
599,1759497,S,RESI,602 SW 321st St,98023,Federal Way,110,WA,"585,000",3,4,2.25,2020,05/29/2021  ,0.169,Realist,7356,Single Family,Federal Way,0,3788,,,,,
600,1751864,S,RESI,32760 32nd Ave SW,98023,Federal Way,110,WA,"602,000",5,4,2.5,2110,05/14/2021  ,0.197,Public Records,8580,Single Family,Federal Way,0,3789,,,,,
601,1750646,S,RESI,219 SW 324th Ct,98023,Federal Wa,110,WA,"615,000",24,4,2.25,2680,05/28/2021  ,0.226,Tax,9825,Single Family,Federal Way,0,3790,,,,,
602,1747079,S,RESI,34442 20th Ave SW,98023,Federal Wa,110,WA,"620,000",2,4,2.5,2170,05/10/2021  ,0.168,public records,7336,Single Family,Federal Way,0,3791,,,,,
603,1744704,S,RESI,31116 30th Ave SW,98023,Federal Wa,110,WA,"625,000",5,4,2.5,2423,05/02/2021  ,0.165,Realist,7200,Single Family,Federal Way,0,3792,,,,,
604,1751155,S,RESI,31108 30th Ave SW,98023,Federal Wa,110,WA,"626,000",21,4,2.5,2495,05/24/2021  ,0.165,KCR,7202,Single Family,Federal Way,0,3793,,,,,
605,1749054,S,RESI,34415 10th Ave SW,98023,Federal Wa,110,WA,"635,000",8,4,2.5,2030,05/10/2021  ,0.181,KCR,7870,Single Family,Federal Way,0,3794,,,,,
606,1756454,S,RESI,33113 10th Place SW,98023,Federal Wa,110,WA,"650,000",2,4,2.25,2730,05/11/2021  ,0.195,Realist.com,8500,Single Family,Federal Way,0,3795,,,,,
607,1753822,S,RESI,403 SW 327th Place,98023,Federal Wa,110,WA,"650,000",5,4,2.75,2680,05/12/2021  ,0.169,Realist,7350,Single Family,Federal Way,0,3796,,,,,
608,1764011,S,RESI,2737 SW 315th St,98023,Federal Wa,110,WA,"675,000",7,4,2.25,2380,05/28/2021  ,0.303,Public Records,13200,Single Family,Federal Way,0,3797,,,,,
609,1749689,S,RESI,30924 50th Ave SW,98023,Federal Wa,110,WA,"725,000",3,4,2.75,3010,05/19/2021  ,0.371,Realist,16150,Single Family,Federal Way,0,3798,,,,,
610,1765289,S,RESI,29612 2nd Ave SW,98023,Federal Wa,110,WA,"780,000",3,4,2.75,2860,05/21/2021  ,0.224,Realist,9752,Single Family,Federal Way,0,3799,,,,,
