,Status,ZipCode,City,Price,Days_on_market,Beds,Baths,Sqft,Date,Acres,Lot_sqft,Liv_index
175,S,98034,Kirkland,1400000,2,3,2.5,2410,5/21/2021,0.204,8868,81
176,S,98003,Federal Way,445000,5,3,1.75,1170,5/17/2021,0.211,9200,63
177,S,98034,Kirkland,1475000,3,3,2.5,2330,5/28/2021,0.092,4000,81
178,S,98034,Kirkland,1620000,0,3,2.75,2644,5/28/2021,0.111,4817,81
179,A,98034,Kirkland,835000,3,4,2.75,1910,5/27/2021,0.167,7272,81
180,A,98034,Kirkland,849900,2,4,2.25,1820,5/28/2021,0.167,7272,81
181,A,98034,Kirkland,1806450,16,4,2.5,3349,5/14/2021,0.239,10404,81
182,A,98034,Kirkland,1875000,16,4,3,3770,5/14/2021,0.202,8800,81
183,S,98034,Kirkland,920000,3,4,2.5,1990,5/7/2021,0.169,7350,81
184,S,98034,Kirkland,950000,2,4,2.5,1680,5/11/2021,0.21,9165,81
185,S,98034,Kirkland,958000,6,4,2.5,1890,5/12/2021,0.16,6984,81
186,S,98034,Kirkland,1060000,6,4,2.5,2010,5/3/2021,0.061,2660,81
187,S,98003,Federal Way,480000,4,3,2,1720,5/7/2021,0.227,9900,63
188,S,98034,Kirkland,1100000,5,4,2.5,1870,5/3/2021,0.212,9253,81
189,S,98034,Kirkland,1175000,4,4,2.5,2740,5/26/2021,0.191,8322,81
190,S,98034,Kirkland,1180000,1,4,2.5,2110,5/18/2021,0.16,6950,81
191,S,98034,Kirkland,1185000,5,4,2.25,1983,5/26/2021,0.3,13050,81
192,S,98034,Kirkland,1300000,1,4,2.5,2000,5/19/2021,0.157,6847,81
193,S,98034,Kirkland,1325000,6,4,2.25,2560,5/28/2021,0.187,8165,81
194,S,98034,Kirkland,1660000,2,4,2.75,3040,5/11/2021,0.108,4704,81
195,S,98034,Kirkland,3500000,5,4,2.5,3180,5/26/2021,0.822,35790,81
196,A,98034,Kirkland,899000,12,5,2.5,2270,5/25/2021,0.289,12600,81
197,A,98034,Kirkland,899950,15,5,2.5,3720,5/15/2021,0.293,12763,81
198,S,98003,Federal Way,530000,5,3,2,1660,5/21/2021,0.28,12180,63
199,A,98034,Kirkland,949000,3,5,2.75,2240,5/27/2021,0.169,7380,81
200,A,98034,Kirkland,1385000,195,5,2.5,2170,11/16/2020,0.39,16968,81
201,S,98034,Kirkland,975000,8,5,2.25,2820,5/24/2021,0.169,7371,81
202,S,98034,Kirkland,1110000,3,5,2.5,3975,5/27/2021,0.269,11739,81
203,S,98034,Kirkland,1170000,3,5,2.5,2090,5/7/2021,0.238,10346,81
204,S,98034,Kirkland,1210000,6,5,2.75,2308,5/18/2021,0.157,6825,81
205,S,98034,Kirkland,1689995,16,5,2.75,3293,5/28/2021,0.32,13938,81
206,S,98034,Kirkland,1053500,4,6,2.75,3300,4/30/2021,0.172,7500,81
207,S,98034,Kirkland,1450000,2,3,3,3420,5/10/2021,0.275,11990,81
208,A,98034,Kirkland,1914450,16,4,3.5,3863,5/14/2021,0.26,11322,81
209,S,98003,Federal Way,510000,4,4,1.75,1570,5/28/2021,0.224,9750,63
210,S,98034,Kirkland,1075000,4,4,3.25,1958,5/6/2021,0.244,10648,81
211,S,98034,Kirkland,1910000,4,4,3.5,3654,5/12/2021,0.151,6568,81
212,A,98034,Kirkland,1190000,36,5,3.5,3284,4/30/2021,0.157,6860,81
213,A,98034,Kirkland,2980000,2,5,3.5,4090,5/28/2021,6.68,290980,81
214,S,98034,Kirkland,1055000,6,5,3.25,3240,5/18/2021,0.21,9158,81
215,S,98034,Kirkland,1255000,5,5,3.75,2570,5/20/2021,0.195,8500,81
216,S,98034,Kirkland,1820000,2,5,3.25,3295,5/14/2021,0.174,7601,81
217,S,98034,Kirkland,1900000,2,5,3.5,3560,5/28/2021,0.138,6000,81
218,S,98034,Kirkland,1745000,1,5,4.5,3912,5/10/2021,0.252,10977,81
219,S,98034,Kirkland,2100000,2,5,4.25,4060,5/5/2021,0.127,5540,81
220,A,98003,Federal Way,565000,10,3,2.5,2020,5/20/2021,0.228,9936,63
221,S,98038,Maple Valley,475000,1,1,1,1000,5/28/2021,0.693,30193,84
222,S,98038,Maple Valley,388000,7,2,1,910,5/7/2021,0.069,3003,84
223,A,98038,Maple Valley,419950,3,3,1,1100,5/27/2021,0.22,9576,84
224,A,98038,Maple Valley,540000,7,3,1,1040,5/28/2021,0.187,8153,84
225,A,98038,Maple Valley,724999,17,3,1,1050,5/13/2021,0.9,39204,84
226,S,98038,Maple Valley,412500,7,3,1,1160,5/21/2021,2.03,88417,84
227,S,98038,Maple Valley,853000,6,3,1.75,2700,5/24/2021,5.6,243936,84
228,A,98038,Maple Valley,585000,4,1,1.5,722,5/26/2021,0.081,3521,84
229,A,98038,Maple Valley,360000,10,2,2,1196,5/20/2021,0.385,16768,84
230,A,98038,Maple Valley,375000,4,2,1.5,1240,5/26/2021,0.097,4209,84
231,A,98003,Federal Way,579500,12,3,2.5,1780,5/18/2021,0.143,6208,63
232,A,98038,Maple Valley,750000,3,2,2,2860,5/27/2021,5.03,219106,84
233,S,98038,Maple Valley,572316,16,2,2,1342,5/7/2021,0.09,3903,84
234,A,98038,Maple Valley,460000,4,3,2,1536,5/30/2021,0.035,1536,84
235,A,98038,Maple Valley,499950,1,3,2,1060,5/29/2021,0.165,7185,84
236,A,98038,Maple Valley,500000,32,3,2,3210,7/9/2020,2.03,88426,84
237,A,98038,Maple Valley,699000,3,3,2,2043,5/27/2021,4.8,209088,84
238,S,98038,Maple Valley,380000,61,3,1.75,1030,5/13/2021,0.256,11155,84
239,S,98038,Maple Valley,435000,7,3,2,1040,5/29/2021,0.222,9653,84
240,S,98038,Maple Valley,510000,5,3,1.75,1410,5/18/2021,0.165,7176,84
241,S,98038,Maple Valley,569000,4,3,1.75,1380,5/20/2021,0.166,7245,84
242,S,98003,Federal Way,520000,6,3,2.25,1630,5/4/2021,0.205,8927,63
243,A,98038,Maple Valley,725000,16,4,1.75,2106,5/14/2021,1.033,44999,84
244,S,98038,Maple Valley,570000,0,4,1.75,1710,5/7/2021,0.207,8999,84
245,S,98038,Maple Valley,450000,5,2,2.5,1360,5/16/2021,0.076,3300,84
246,A,98038,Maple Valley,429950,3,3,2.5,1800,5/27/2021,0.051,2227,84
247,A,98038,Maple Valley,515000,6,3,2.5,1520,5/24/2021,0.092,4015,84
248,A,98038,Maple Valley,574950,4,3,2.25,1520,5/26/2021,0.154,6715,84
249,A,98038,Maple Valley,579950,9,3,2.5,1610,5/21/2021,0.083,3600,84
250,A,98038,Maple Valley,600000,3,3,2.5,1640,5/27/2021,0.237,10326,84
251,A,98038,Maple Valley,600000,3,3,2.5,1906,5/27/2021,0.158,6863,84
252,A,98038,Maple Valley,799900,2,3,2.25,2290,5/28/2021,0.708,30840,84
253,S,98003,Federal Way,667500,7,3,2.5,2090,5/20/2021,0.233,10164,63
254,A,98038,Maple Valley,849900,10,3,2.5,1536,5/20/2021,0.837,36470,84
255,A,98038,Maple Valley,1150000,36,3,2.5,3250,5/26/2021,4.82,209959,84
256,A,98038,Maple Valley,1579000,2,3,2.25,1920,5/28/2021,4.011,174712,84
257,S,98038,Maple Valley,530000,1,3,2.5,1600,5/28/2021,0.074,3245,84
258,S,98038,Maple Valley,530000,5,3,2.25,1520,5/21/2021,0.177,7698,84
259,S,98038,Maple Valley,550000,5,3,2.5,1680,5/22/2021,0.146,6340,84
260,S,98038,Maple Valley,550000,1,3,2.25,1450,5/15/2021,0.092,4000,84
261,S,98038,Maple Valley,570000,3,3,2.25,1580,5/19/2021,0.155,6747,84
262,S,98038,Maple Valley,579000,5,3,2.5,1440,5/6/2021,0.098,4267,84
263,S,98038,Maple Valley,595000,6,3,2.5,1670,5/8/2021,0.173,7532,84
264,A,98003,Federal Way,639950,4,4,2.25,2210,5/26/2021,0.236,10260,63
265,S,98038,Maple Valley,605000,4,3,2.5,1520,5/5/2021,0.083,3600,84
266,S,98038,Maple Valley,625000,10,3,2.5,2037,5/13/2021,0.092,4000,84
267,S,98038,Maple Valley,635000,4,3,2.5,1740,5/10/2021,0.102,4437,84
268,S,98038,Maple Valley,650000,2,3,2.5,1900,5/24/2021,0.211,9175,84
269,S,98038,Maple Valley,650500,6,3,2.5,1650,5/12/2021,0.202,8802,84
270,S,98038,Maple Valley,745000,6,3,2.5,2114,5/19/2021,0.338,14740,84
271,S,98038,Maple Valley,754000,7,3,2.5,2570,5/13/2021,1.72,74923,84
272,S,98038,Maple Valley,799291,9,3,3,2725,5/25/2021,0.097,4230,84
273,S,98038,Maple Valley,830190,1,3,2.5,3066,5/25/2021,0.112,4893,84
274,S,98038,Maple Valley,850000,4,3,2.5,2370,5/24/2021,0.096,4200,84
275,A,98003,Federal Way,825000,3,4,2.75,2950,5/27/2021,0.229,9957,63
276,S,98038,Maple Valley,872034,7,3,2.5,3066,5/14/2021,0.11,4786,84
277,S,98038,Maple Valley,968888,5,3,2.75,2890,5/21/2021,0.388,16889,84
278,S,98038,Maple Valley,1023500,4,3,2.5,2950,5/2/2021,0.447,19467,84
279,S,98038,Maple Valley,1050000,5,3,2.75,3740,5/6/2021,5.05,219978,84
280,A,98038,Maple Valley,614950,3,4,2.5,2000,5/27/2021,0.173,7551,84
281,A,98038,Maple Valley,689900,3,4,3,2550,5/27/2021,0.087,3810,84
282,A,98038,Maple Valley,844950,25,4,2.5,2311,5/5/2021,0.136,5930,84
283,A,98038,Maple Valley,879950,35,4,2.5,2501,5/26/2021,0.155,6757,84
284,A,98038,Maple Valley,888885,38,4,2.5,3063,4/22/2021,0.115,5000,84
285,A,98038,Maple Valley,999000,18,4,2.75,2550,5/12/2021,1.14,49658,84
286,S,98003,Federal Way,420000,10,4,2.25,1900,5/14/2021,0.167,7260,63
287,S,98038,Maple Valley,550000,7,4,3,2140,5/3/2021,0.18,7854,84
288,S,98038,Maple Valley,556000,10,4,2.25,1860,5/19/2021,0.153,6650,84
289,S,98038,Maple Valley,579900,5,4,2.5,1970,5/14/2021,0.116,5037,84
290,S,98038,Maple Valley,585000,2,4,2.5,2600,5/30/2021,0.31,13500,84
291,S,98038,Maple Valley,590000,5,4,2.75,1830,5/25/2021,0.07,3065,84
292,S,98038,Maple Valley,630000,5,4,2.5,1880,5/24/2021,0.078,3400,84
293,S,98038,Maple Valley,660000,5,4,2.25,2120,5/24/2021,0.148,6446,84
294,S,98038,Maple Valley,670000,0,4,2.5,2600,5/11/2021,0.119,5188,84
295,S,98038,Maple Valley,699000,4,4,2.25,2020,5/12/2021,0.14,6108,84
296,S,98038,Maple Valley,700000,10,4,2.5,2110,5/27/2021,0.127,5550,84
297,S,98003,Federal Way,531000,4,4,2.25,1570,4/30/2021,0.165,7200,63
298,S,98038,Maple Valley,700000,4,4,2.5,2340,5/24/2021,0.115,5001,84
299,S,98038,Maple Valley,721690,6,4,2.5,2297,5/12/2021,0.143,6237,84
300,S,98038,Maple Valley,722500,6,4,2.75,1990,5/20/2021,0.185,8080,84
301,S,98038,Maple Valley,725000,4,4,2.5,2550,5/18/2021,0.139,6046,84
302,S,98038,Maple Valley,729950,0,4,2.5,2501,5/21/2021,0.112,4866,84
303,S,98038,Maple Valley,730000,4,4,2.5,2320,5/24/2021,0.113,4927,84
304,S,98038,Maple Valley,738000,8,4,2.5,1960,5/24/2021,0.188,8190,84
305,S,98038,Maple Valley,740000,4,4,2.5,1975,5/26/2021,0.277,12061,84
306,S,98038,Maple Valley,745000,4,4,2.5,3460,5/12/2021,0.149,6481,84
307,S,98038,Maple Valley,760415,22,4,2.5,2488,5/28/2021,0.186,8100,84
308,S,98003,Federal Way,555000,6,4,2,2252,5/19/2021,0.169,7350,63
309,S,98038,Maple Valley,800000,2,4,2.5,2510,5/21/2021,0.276,12042,84
310,S,98038,Maple Valley,808995,17,4,2.5,2990,5/6/2021,0.115,5018,84
311,S,98038,Maple Valley,810000,5,4,2.5,2512,5/11/2021,0.204,8877,84
312,S,98038,Maple Valley,815000,4,4,2.5,2320,5/5/2021,0.198,8627,84
313,S,98038,Maple Valley,850000,4,4,2.5,2230,5/14/2021,0.267,11637,84
314,S,98038,Maple Valley,885000,3,4,2.5,2640,5/19/2021,0.108,4725,84
315,S,98038,Maple Valley,900000,4,4,2.5,3190,5/5/2021,0.131,5725,84
316,S,98038,Maple Valley,921500,4,4,2.5,3010,5/19/2021,0.166,7250,84
317,S,98038,Maple Valley,980000,1,4,2.5,3160,5/21/2021,0.127,5540,84
318,S,98038,Maple Valley,1000000,5,4,2.5,2700,5/13/2021,1.38,60112,84
319,S,98003,Federal Way,706000,5,4,2.5,1830,5/28/2021,0.172,7500,63
320,S,98038,Maple Valley,1100000,5,4,2.5,3130,5/10/2021,0.232,10086,84
321,A,98038,Maple Valley,849995,4,5,2.75,3008,5/29/2021,0.093,4043,84
322,A,98038,Maple Valley,969950,8,5,2.75,3037,5/22/2021,0.128,5595,84
323,A,98038,Maple Valley,1024950,91,5,3,3422,2/28/2021,0.133,5793,84
324,S,98038,Maple Valley,781400,4,5,2.75,2668,5/7/2021,0.092,4000,84
