,Status,ZipCode,City,Price,Days_on_market,Beds,Baths,Sqft,Date,Acres,Lot_sqft,Liv_index
1101,S,98070,Vashon,1250000,1,2,2.5,2640,4/30/2021,0.651,28372,79
1102,S,98070,Vashon,1735000,4,2,2.5,1912,5/27/2021,0.884,38507,79
1103,S,98070,Vashon,775000,5,3,2.5,1880,5/24/2021,0.304,13263,79
1104,S,98070,Vashon,936000,1,3,2.25,1760,4/30/2021,0.299,13037,79
1105,S,98070,Vashon,1428888,6,3,2.5,2098,5/28/2021,0.91,39637,79
1106,A,98070,Vashon,3200000,170,2,3,4580,5/7/2021,10.192,443961,79
1107,A,98070,Vashon,2233000,72,4,4.5,5000,3/19/2021,1.13,49220,79
1108,S,98070,Vashon,2200000,176,4,4,4590,5/17/2021,3.171,138109,79
1109,A,98072,Woodinville,998000,114,3,1,1500,5/2/2021,2.024,88178,83
1110,S,98072,Woodinville,792777,5,3,1,1250,5/20/2021,0.341,14850,83
1111,S,98006,Bellevue,965000,91,3,1.5,2270,5/11/2021,0.625,27224,83
1112,A,98072,Woodinville,600000,4,3,1.75,1500,5/26/2021,0.267,11640,83
1113,A,98072,Woodinville,949000,3,3,2,1620,5/27/2021,0.44,19166,83
1114,S,98072,Woodinville,915000,9,3,2,1340,5/27/2021,0.267,11644,83
1115,S,98072,Woodinville,1000000,4,3,1.75,2020,5/20/2021,0.855,37240,83
1116,A,98072,Woodinville,899000,4,4,2,2140,5/26/2021,0.181,7875,83
1117,S,98072,Woodinville,1100000,9,4,2.5,2094,5/18/2021,0.558,24300,83
1118,S,98072,Woodinville,580000,13,2,2.5,1308,5/24/2021,61.176,2664836,83
1119,A,98072,Woodinville,1099000,2,3,2.5,2823,5/28/2021,0.804,35017,83
1120,A,98072,Woodinville,1325000,0,3,2.5,3093,5/30/2021,0.93,40511,83
1121,S,98072,Woodinville,810000,25,3,2.5,2580,5/5/2021,0.212,9250,83
1122,S,98006,Bellevue,970000,3,3,1.75,2120,5/10/2021,0.218,9478,83
1123,S,98072,Woodinville,865000,5,3,3,2160,5/24/2021,0.479,20878,83
1124,S,98072,Woodinville,921111,25,3,2.75,1960,5/11/2021,0.08,3492,83
1125,S,98072,Woodinville,1030000,3,3,2.25,1850,5/17/2021,1.18,51400,83
1126,S,98072,Woodinville,1130000,3,3,2.75,2555,5/7/2021,0.434,18900,83
1127,S,98072,Woodinville,1189950,6,3,2.5,2580,5/12/2021,0.89,38765,83
1128,S,98072,Woodinville,1275000,3,3,2.5,2482,5/18/2021,1,43577,83
1129,S,98072,Woodinville,1282500,5,3,2.25,2790,5/28/2021,0.783,34100,83
1130,A,98072,Woodinville,975000,6,4,2.75,2320,5/24/2021,0.147,6393,83
1131,S,98072,Woodinville,960000,1,4,2.5,1650,5/5/2021,0.198,8645,83
1132,S,98072,Woodinville,970000,5,4,2.5,2119,5/25/2021,0.144,6258,83
1133,S,98006,Bellevue,1185000,6,3,1.75,2320,5/11/2021,0.279,12150,83
1134,S,98072,Woodinville,1045000,4,4,2.25,2090,5/18/2021,0.179,7796,83
1135,S,98072,Woodinville,1170000,5,4,2.25,2080,5/21/2021,0.174,7600,83
1136,S,98072,Woodinville,1210000,1,4,2.75,2270,5/22/2021,0.31,13513,83
1137,S,98072,Woodinville,1300000,6,4,2.5,2710,5/19/2021,0.179,7785,83
1138,S,98072,Woodinville,1375000,7,4,2.5,2704,5/28/2021,0.135,5886,83
1139,S,98072,Woodinville,1475000,3,4,2.5,2680,4/30/2021,0.866,37740,83
1140,S,98072,Woodinville,1550000,6,4,2.5,2790,5/7/2021,1.187,51697,83
1141,S,98072,Woodinville,1600000,5,4,2.5,3640,5/27/2021,0.804,35003,83
1142,S,98072,Woodinville,1690000,5,4,2.75,3340,5/12/2021,0.734,31964,83
1143,S,98072,Woodinville,1720000,6,4,2.5,3110,5/7/2021,0.931,40576,83
1144,S,98006,Bellevue,1425000,6,3,1.75,2000,5/7/2021,0.301,13100,83
1145,S,98072,Woodinville,1820000,6,4,2.75,3903,5/28/2021,0.95,41375,83
1146,S,98072,Woodinville,2275000,1,4,3,5006,5/28/2021,0.976,42536,83
1147,S,98072,Woodinville,750000,2,5,2.75,2040,5/26/2021,0.194,8446,83
1148,S,98072,Woodinville,1505000,5,5,2.75,3120,5/6/2021,0.115,5030,83
1149,S,98072,Woodinville,1900000,2,5,2.5,3570,5/27/2021,0.613,26713,83
1150,A,98072,Woodinville,2675000,24,5,3.75,3216,5/6/2021,9.95,433422,83
1151,A,98072,Woodinville,3895000,17,4,3.25,4762,5/13/2021,2.039,88800,83
1152,A,98072,Woodinville,2895000,504,5,4,5110,5/14/2021,1.221,53188,83
1153,S,98072,Woodinville,2708888,3,5,4.5,5560,5/5/2021,0.812,35375,83
1154,A,98072,Woodinville,1795950,127,6,4.5,3872,1/23/2021,0.696,30310,83
1155,A,98006,Bellevue,1735000,184,4,1.75,2800,4/30/2021,2.799,121928,83
1156,A,98072,Woodinville,8500000,269,6,5,10986,4/7/2021,7.75,337590,83
1157,S,98072,Woodinville,830000,0,4,2.25,1890,5/13/2021,0.089,3875,83
1158,S,98072,Woodinville,910000,6,4,2.5,2190,5/19/2021,0.074,3243,83
1159,A,98074,Sammamish,6288000,88,4,5.5,7520,3/3/2021,0.39,16994,86
1160,S,98074,Sammamish,823000,2,2,1,910,5/17/2021,0.248,10800,86
1161,A,98074,Sammamish,1400000,96,2,1.25,1780,3/5/2021,1.03,44866,86
1162,S,98074,Sammamish,715000,4,2,1.75,2000,5/16/2021,0.096,4200,86
1163,S,98074,Sammamish,699000,13,3,1.75,1400,5/17/2021,0.214,9318,86
1164,S,98074,Sammamish,950000,6,3,2,2060,5/14/2021,0.216,9413,86
1165,A,98074,Sammamish,949950,3,3,2.5,2370,5/27/2021,0.36,15675,86
1166,S,98006,Bellevue,1051000,7,4,2.25,1730,5/25/2021,0.221,9630,83
1167,S,98074,Sammamish,1020000,5,3,2.25,1830,5/28/2021,0.184,8022,86
1168,S,98074,Sammamish,1088000,5,3,2.25,2340,5/3/2021,0.294,12797,86
1169,S,98074,Sammamish,1206000,4,3,2.5,2910,5/8/2021,0.311,13536,86
1170,S,98074,Sammamish,1210000,25,3,2.5,2430,5/24/2021,0.275,12000,86
1171,S,98074,Sammamish,1362000,5,3,2.5,2280,5/14/2021,0.108,4719,86
1172,S,98074,Sammamish,1550000,2,3,2.5,3000,5/25/2021,0.18,7839,86
1173,S,98074,Sammamish,1550000,2,3,2.5,2650,5/13/2021,0.5,21780,86
1174,S,98074,Sammamish,1550000,2,3,2.5,2391,5/1/2021,0.312,13603,86
1175,A,98074,Sammamish,1200000,5,4,2.5,2460,5/26/2021,0.274,11933,86
1176,A,98074,Sammamish,1200000,5,4,2.5,2320,5/25/2021,0.205,8917,86
1177,S,98006,Bellevue,975000,7,2,2.5,1951,5/7/2021,0.079,3456,83
1178,A,98074,Sammamish,1500000,48,4,2.75,2280,4/12/2021,4.85,211266,86
1179,S,98074,Sammamish,1000000,1,4,2.5,2660,5/13/2021,0.276,12003,86
1180,S,98074,Sammamish,1250000,1,4,2.5,1960,5/14/2021,0.186,8109,86
1181,S,98074,Sammamish,1250000,6,4,2.25,2040,5/12/2021,0.185,8065,86
1182,S,98074,Sammamish,1275000,1,4,2.25,2360,5/19/2021,0.189,8251,86
1183,S,98074,Sammamish,1300000,2,4,2.5,2380,5/26/2021,0.181,7902,86
1184,S,98074,Sammamish,1310000,6,4,2.5,2010,5/5/2021,0.169,7366,86
1185,S,98074,Sammamish,1400000,3,4,2.25,2280,5/5/2021,0.225,9816,86
1186,S,98074,Sammamish,1400000,6,4,2.5,3220,5/4/2021,0.132,5760,86
1187,S,98074,Sammamish,1455000,4,4,2.5,2864,5/26/2021,0.167,7274,86
1188,A,98006,Bellevue,3800000,11,3,2.5,3000,5/19/2021,0.456,19848,83
1189,S,98074,Sammamish,1527000,5,4,3,3040,5/14/2021,0.267,11651,86
1190,S,98074,Sammamish,1562000,6,4,2.25,2380,5/6/2021,0.276,12016,86
1191,S,98074,Sammamish,1600000,6,4,2.5,3300,5/19/2021,0.241,10511,86
1192,S,98074,Sammamish,1675000,5,4,2.5,2720,5/27/2021,0.214,9301,86
1193,S,98074,Sammamish,1675500,4,4,2.75,3060,5/7/2021,0.186,8121,86
1194,S,98074,Sammamish,1750000,1,4,2.75,3250,5/24/2021,0.283,12308,86
1195,S,98074,Sammamish,1950000,1,4,2.5,3515,5/4/2021,0.264,11511,86
1196,A,98074,Sammamish,1395000,3,5,2.75,2950,5/27/2021,0.122,5327,86
1197,S,98074,Sammamish,1250393,23,5,2.75,2897,5/8/2021,0.205,8919,86
1198,S,98074,Sammamish,1650000,2,5,2.5,3334,5/8/2021,0.301,13118,86
1199,S,98006,Bellevue,870000,5,3,2.5,1974,5/10/2021,0.301,13100,83
1200,A,98074,Sammamish,1150000,59,3,3.25,2750,4/1/2021,0.266,11600,86
1201,S,98074,Sammamish,1200000,10,3,3.25,2590,5/25/2021,0.344,15000,86
1202,S,98074,Sammamish,2000000,8,3,3.25,4610,5/13/2021,1.881,81935,86
1203,A,98074,Sammamish,2299000,17,4,3.25,4440,5/13/2021,2.797,121844,86
1204,S,98074,Sammamish,1106632,3,4,3.25,2801,5/12/2021,0.117,5101,86
1205,S,98074,Sammamish,1500000,5,4,3.5,5070,5/28/2021,0.456,19856,86
1206,S,98074,Sammamish,1600000,3,4,3.5,3950,5/19/2021,0.417,18161,86
1207,S,98074,Sammamish,1960000,8,4,3.5,3894,5/6/2021,0.189,8244,86
1208,S,98074,Sammamish,2000000,3,4,3.25,4710,5/7/2021,0.309,13481,86
1209,S,98074,Sammamish,2020000,6,4,3.25,4180,5/20/2021,0.604,26320,86
1210,S,98006,Bellevue,1140000,1,3,2.25,1730,4/30/2021,0.239,10400,83
1211,S,98074,Sammamish,1585000,5,5,3.75,2930,5/18/2021,0.089,3856,86
1212,S,98074,Sammamish,1605000,2,5,3.25,3450,5/17/2021,0.258,11235,86
1213,S,98074,Sammamish,1400000,5,6,3.75,3585,5/13/2021,0.389,16960,86
1214,S,98074,Sammamish,1639990,0,4,4,4004,5/12/2021,0.133,5794,86
1215,S,98074,Sammamish,1789990,0,5,4,4545,5/6/2021,0.28,12199,86
1216,S,98074,Sammamish,2350000,3,5,4.25,4482,5/15/2021,0.195,8481,86
1217,A,98074,Sammamish,4950000,5,4,4.75,5806,5/25/2021,3.4,148104,86
1218,A,98074,Sammamish,6288000,87,4,5.5,7520,3/4/2021,0.39,16994,86
1219,A,98074,Sammamish,4790000,110,5,7.75,12300,4/17/2020,2.276,99145,86
1220,A,98075,Sammamish,750000,207,0,0,1800,3/11/2021,2.6,113256,86
1221,S,98006,Bellevue,1211000,5,3,2.25,1670,5/28/2021,0.2,8700,83
1222,A,98075,Sammamish,1450000,48,3,1.75,2300,5/25/2021,1.397,60872,86
1223,A,98075,Sammamish,720000,5,3,2.5,1381,5/26/2021,0.028,1200,86
1224,A,98075,Sammamish,1499999,23,3,2.5,2120,5/7/2021,2.407,104834,86
1225,A,98075,Sammamish,2000000,340,3,2.75,2450,6/30/2020,2.17,94525,86
1226,S,98075,Sammamish,1150000,5,3,2.5,2270,5/22/2021,0.098,4273,86
1227,S,98075,Sammamish,1258000,4,3,2.5,2987,5/17/2021,0.698,30417,86
1228,S,98075,Sammamish,1275000,10,3,2.5,2460,5/21/2021,0.804,35037,86
1229,S,98075,Sammamish,1425000,4,3,2.75,3480,5/17/2021,0.792,34485,86
1230,S,98075,Sammamish,3055000,7,3,2.5,4260,5/7/2021,1.15,50094,86
1231,A,98075,Sammamish,1196000,3,4,2.5,2741,5/27/2021,0.654,28500,86
1232,S,98006,Bellevue,1500000,2,3,2.25,2564,5/21/2021,0.278,12100,83
1233,S,98075,Sammamish,972000,2,4,2.5,2220,5/20/2021,0.318,13851,86
1234,S,98075,Sammamish,1050000,5,4,2.25,2180,5/17/2021,0.504,21956,86
1235,S,98075,Sammamish,1135000,5,4,2.5,2510,5/26/2021,0.101,4402,86
1236,S,98075,Sammamish,1220000,10,4,2.5,3090,5/19/2021,0.95,41400,86
1237,S,98075,Sammamish,1268344,0,4,2.75,2976,5/27/2021,0.154,6729,86
1238,S,98075,Sammamish,1300000,5,4,2.5,2278,5/7/2021,0.145,6321,86
1239,S,98075,Sammamish,1350000,4,4,2.5,3030,5/17/2021,0.189,8215,86
1240,S,98075,Sammamish,1525000,4,4,2.5,2900,5/21/2021,0.442,19232,86
1241,S,98075,Sammamish,1530888,5,4,2.5,2910,5/6/2021,0.819,35679,86
1242,S,98075,Sammamish,1615000,5,4,2.25,3020,4/30/2021,0.168,7320,86
1243,S,98006,Bellevue,1650000,5,3,2.5,2440,5/27/2021,0.338,14740,83
1244,S,98075,Sammamish,1750000,3,4,2.5,3450,5/28/2021,0.381,16608,86
1245,S,98075,Sammamish,1800000,4,4,2.5,3750,5/26/2021,0.326,14213,86
1246,S,98075,Sammamish,1860000,6,4,2.5,3601,5/13/2021,0.658,28670,86
1247,S,98075,Sammamish,1350000,4,5,2.5,2500,5/26/2021,0.336,14654,86
1248,S,98075,Sammamish,1450000,4,5,2.75,3250,5/28/2021,0.119,5200,86
1249,S,98075,Sammamish,1650000,1,5,2.75,3260,5/20/2021,0.098,4275,86
1250,A,98075,Sammamish,3000000,17,3,3,3540,5/13/2021,0.4,17424,86
1251,S,98075,Sammamish,1440000,3,4,3.5,3100,5/21/2021,0.124,5420,86
1252,S,98075,Sammamish,1598000,5,4,3.25,3742,5/21/2021,0.181,7863,86
1253,S,98075,Sammamish,1708001,4,4,3.5,3708,5/20/2021,0.138,6000,86
1254,S,98006,Bellevue,1900000,1,3,2.25,2170,5/19/2021,0.214,9325,83
1255,S,98075,Sammamish,1880000,5,4,3.25,3156,5/15/2021,0.146,6369,86
1256,S,98075,Sammamish,2150000,3,4,3.5,4250,5/20/2021,0.115,5000,86
1257,S,98075,Sammamish,2175000,2,4,3.25,4120,5/12/2021,0.233,10138,86
1258,S,98075,Sammamish,2250000,1,4,3.75,4070,5/24/2021,1.095,47705,86
1259,S,98075,Sammamish,2250000,2,4,3.25,4426,5/22/2021,0.367,15966,86
1260,S,98075,Sammamish,1542502,7,5,3.5,4089,5/21/2021,0.15,6524,86
1261,S,98075,Sammamish,1350000,5,6,3.5,3740,5/4/2021,0.145,6333,86
1262,S,98075,Sammamish,2235000,5,4,3.75,3860,5/21/2021,1.284,55918,86
1263,A,98075,Sammamish,1998000,4,5,4,4360,5/26/2021,0.184,8030,86
1264,S,98075,Sammamish,1692000,6,5,4.25,3724,5/3/2021,0.234,10198,86
1265,A,98006,Bellevue,979000,46,4,2.25,2040,4/14/2021,0.243,10582,83
1266,S,98075,Sammamish,1698990,42,5,4,4346,4/30/2021,0.137,5981,86
1267,S,98075,Sammamish,2235000,2,5,4.25,4320,5/12/2021,0.277,12046,86
1268,S,98075,Sammamish,2282000,8,5,4,4480,5/7/2021,0.164,7156,86
1269,S,98075,Sammamish,2300000,4,5,4.5,4110,5/6/2021,0.188,8211,86
1270,S,98075,Sammamish,2358350,3,5,4.25,5054,5/24/2021,0.442,19254,86
1271,S,98075,Sammamish,1562883,0,5,5.75,4517,5/14/2021,0.172,7489,86
1272,S,98075,Sammamish,1589456,1,5,5.75,4816,5/27/2021,0.172,7483,86
1273,A,98077,Woodinville,849000,2,3,1.75,1330,5/28/2021,1.467,63893,83
1274,A,98077,Woodinville,915000,3,3,2,2070,5/27/2021,0.989,43078,83
1275,S,98077,Woodinville,812000,5,3,2,1450,5/20/2021,2.046,89107,83
1276,A,98006,Bellevue,1075000,3,4,2.75,2800,5/27/2021,0.33,14369,83
1277,S,98077,Woodinville,900000,6,3,1.5,2330,5/13/2021,1.327,57802,83
1278,A,98077,Woodinville,1600000,2,4,2.5,3510,5/28/2021,3.68,160288,83
1279,A,98077,Woodinville,895000,2,3,2.25,2040,5/28/2021,1.25,54450,83
1280,A,98077,Woodinville,1050000,3,3,2.5,2362,5/28/2021,0.812,35379,83
1281,S,98077,Woodinville,800000,3,3,2.5,2230,5/19/2021,0.224,9750,83
1282,S,98077,Woodinville,800000,4,3,2.25,1790,5/7/2021,5.31,231303,83
1283,S,98077,Woodinville,828750,5,3,2.75,2260,5/28/2021,0.918,40000,83
1284,S,98077,Woodinville,988000,4,3,2.25,1980,5/17/2021,0.811,35328,83
1285,S,98077,Woodinville,1099000,13,3,2.5,3160,5/25/2021,1.999,87066,83
1286,S,98077,Woodinville,1280000,4,3,2.25,2320,5/4/2021,1.55,67518,83
1287,A,98006,Bellevue,1185000,11,4,2.75,2480,5/19/2021,0.325,14138,83
1288,S,98077,Woodinville,1300000,4,3,2.5,2450,5/6/2021,0.422,18365,83
1289,S,98077,Woodinville,1590000,6,3,2.5,3100,5/4/2021,0.423,18414,83
1290,A,98077,Woodinville,1329950,17,4,2.25,2520,5/13/2021,0.609,26535,83
1291,A,98077,Woodinville,1498800,3,4,2.5,3840,5/27/2021,0.805,35066,83
1292,A,98077,Woodinville,1750000,3,4,2.25,3550,5/27/2021,1.038,45211,83
1293,S,98077,Woodinville,750000,6,4,2.25,1910,5/26/2021,1.3,56628,83
1294,S,98077,Woodinville,1225000,5,4,2.75,2280,5/28/2021,0.832,36260,83
1295,S,98077,Woodinville,1300000,2,4,2.25,2290,5/25/2021,0.91,39620,83
1296,S,98077,Woodinville,1300000,4,4,2.75,2660,5/19/2021,1.74,75794,83
1297,S,98077,Woodinville,1420000,2,4,2.5,3390,5/27/2021,1.028,44766,83
1298,A,98006,Bellevue,1188000,3,4,2.25,2513,5/27/2021,0.184,8001,83
1299,S,98077,Woodinville,1605000,4,4,2.5,3550,5/20/2021,0.407,17725,83
1300,S,98077,Woodinville,1605000,4,4,2.5,3030,5/17/2021,0.608,26476,83
1301,S,98077,Woodinville,1650000,2,4,2.5,4040,5/27/2021,0.345,15039,83
1302,S,98077,Woodinville,1650000,17,4,2.5,3430,5/26/2021,1.479,64441,83
1303,A,98077,Woodinville,1300000,5,4,3.25,3746,5/26/2021,0.921,40116,83
1304,A,98077,Woodinville,1998000,10,4,3.5,4850,5/20/2021,0.287,12508,83
1305,S,98077,Woodinville,1055000,4,4,3.75,2680,5/8/2021,0.876,38176,83
1306,S,98077,Woodinville,1410000,2,4,3,3270,5/29/2021,1.035,45095,83
1307,S,98077,Woodinville,1500000,9,4,3.25,4490,5/6/2021,0.879,38289,83
1308,S,98077,Woodinville,1628000,265,4,3.5,6300,5/24/2021,5.04,219542,83
1309,A,98006,Bellevue,1776000,8,4,2.5,2610,5/22/2021,0.695,30277,83
1311,S,98077,Woodinville,1400000,34,8,4,4280,5/6/2021,1.37,59677,83
1312,A,98077,Woodinville,3095000,9,4,4,6770,5/21/2021,5.95,259182,83
1313,S,98077,Woodinville,1850000,9,5,4.25,6900,5/17/2021,5.618,244716,83
1314,A,98077,Woodinville,2659000,264,4,4.75,3800,5/5/2021,7.403,322488,83
1315,S,98092,Auburn,700000,5,3,1.75,1510,5/14/2021,2.39,104108,68
1316,S,98092,Auburn,1150000,8,3,2.75,3010,5/4/2021,9.926,432393,68
1317,A,98092,Auburn,875000,3,4,3,2640,5/27/2021,7.5,326700,68
1318,S,98092,Auburn,220000,1,0,0,2740,5/4/2021,2,87120,68
1319,S,98092,Auburn,364000,5,2,1,820,5/20/2021,0.22,9600,68
1320,A,98006,Bellevue,2000000,3,4,2.5,3210,5/27/2021,0.473,20611,83
1321,S,98092,Auburn,375000,1,3,1,1010,5/26/2021,0.273,11880,68
1322,S,98092,Auburn,455000,5,3,1,1010,5/18/2021,0.238,10357,68
1324,A,98092,Auburn,425000,5,3,2,1090,5/25/2021,0.075,3264,68
1325,A,98092,Auburn,600000,219,3,1.75,2160,10/23/2020,0.654,28500,68
1326,S,98092,Auburn,360000,0,3,1.75,1430,5/7/2021,0.54,23522,68
1327,S,98092,Auburn,439500,5,3,1.75,1260,4/30/2021,0.442,19259,68
1328,S,98092,Auburn,450000,2,3,1.5,1170,5/24/2021,0.209,9120,68
1329,S,98092,Auburn,497000,7,3,1.5,1280,5/1/2021,0.283,12320,68
1330,S,98092,Auburn,500000,5,3,1.75,1370,5/4/2021,0.195,8500,68
1331,S,98006,Bellevue,1075000,5,4,2.5,1900,5/21/2021,0.193,8400,83
1332,S,98092,Auburn,505000,7,3,1.5,1350,5/19/2021,0.432,18838,68
1333,S,98092,Auburn,540000,8,3,2,1900,5/18/2021,0.215,9375,68
1334,S,98092,Auburn,550000,5,3,2,1820,5/12/2021,0.597,26000,68
1335,S,98092,Auburn,555000,7,3,1.75,1350,5/4/2021,0.806,35100,68
1336,S,98092,Auburn,835000,6,3,1.75,1656,5/13/2021,4.94,215186,68
1337,S,98092,Auburn,855000,4,3,1.75,2330,5/28/2021,4.15,180774,68
1338,A,98092,Auburn,500000,4,4,2,2090,5/26/2021,0.248,10800,68
1339,A,98092,Auburn,540000,2,4,1.5,2060,5/28/2021,0.621,27043,68
1340,A,98092,Auburn,776000,37,4,2,2695,4/23/2021,1.31,57063,68
1341,S,98092,Auburn,417000,12,4,2,1120,5/8/2021,0.178,7770,68
1342,S,98006,Bellevue,1170000,7,4,2.75,2190,5/19/2021,1.16,50529,83
1343,S,98092,Auburn,490550,2,4,1.75,2018,5/17/2021,0.189,8250,68
1344,A,98092,Auburn,735595,28,3,2.5,2065,5/2/2021,0.131,5685,68
1345,S,98092,Auburn,520000,4,3,2.5,2010,5/14/2021,0.281,12239,68
1346,S,98092,Auburn,523000,5,3,2.5,2100,5/28/2021,0.166,7222,68
1347,S,98092,Auburn,530000,3,3,2.25,2180,5/20/2021,0.167,7280,68
1348,S,98092,Auburn,546000,5,3,2.5,1700,5/28/2021,0.142,6200,68
1349,S,98092,Auburn,570000,3,3,2.5,1940,5/13/2021,0.123,5375,68
1350,S,98092,Auburn,585000,5,3,2.5,2550,5/27/2021,0.124,5406,68
1351,S,98092,Auburn,600000,2,3,2.5,2038,5/25/2021,0.082,3554,68
1352,S,98092,Auburn,625000,6,3,2.5,2517,5/29/2021,0.11,4808,68
1353,S,98006,Bellevue,1306000,8,4,2.5,2400,5/14/2021,0.184,8030,83
1354,S,98092,Auburn,680000,5,3,2.5,2140,5/14/2021,0.502,21857,68
1355,S,98092,Auburn,684631,36,3,2.5,2660,5/27/2021,0.208,9067,68
1356,S,98092,Auburn,689400,12,3,2.5,2310,5/4/2021,0.236,10259,68
1357,A,98092,Auburn,500000,3,4,2.5,1950,5/27/2021,0.143,6211,68
1358,A,98092,Auburn,579950,2,4,2.5,2330,5/28/2021,0.331,14400,68
1359,A,98092,Auburn,595000,3,4,2.5,2250,5/27/2021,0.167,7294,68
1360,A,98092,Auburn,650000,4,4,2.5,2960,5/26/2021,0.588,25600,68
1361,A,98092,Auburn,669950,4,4,2.5,3010,5/26/2021,0.133,5798,68
1362,A,98092,Auburn,679900,3,4,2.5,2934,5/27/2021,0.126,5508,68
1363,A,98092,Auburn,899950,956,4,2.5,3260,10/17/2018,0.413,18004,68
1364,S,98006,Bellevue,1318000,6,4,2.75,2400,5/21/2021,0.197,8583,83
1365,A,98092,Auburn,1139950,86,4,2.5,3660,3/5/2021,0.282,12277,68
1366,S,98092,Auburn,520000,0,4,2.5,2550,5/21/2021,0.176,7661,68
1367,S,98092,Auburn,530000,5,4,2.25,1830,5/19/2021,0.247,10744,68
1368,S,98092,Auburn,530000,5,4,2.5,1960,5/14/2021,0.129,5600,68
1369,S,98092,Auburn,560000,3,4,2.5,2303,5/5/2021,0.083,3600,68
1370,S,98092,Auburn,566000,1,4,2.5,2040,5/11/2021,0.126,5472,68
1371,S,98092,Auburn,577500,6,4,2.25,2160,5/28/2021,0.229,9963,68
1372,S,98092,Auburn,600000,5,4,2.5,1950,5/4/2021,0.077,3366,68
1373,S,98092,Auburn,605000,4,4,2.5,2536,5/19/2021,0.103,4480,68
1374,S,98092,Auburn,610000,6,4,2.5,2960,5/12/2021,0.115,4998,68
1375,S,98006,Bellevue,1355000,7,4,2.5,2480,5/12/2021,0.105,4559,83
1376,S,98092,Auburn,630907,3,4,2.25,1930,5/7/2021,0.175,7603,68
1377,S,98092,Auburn,680000,5,4,3,2660,5/25/2021,0.144,6278,68
1378,S,98092,Auburn,690000,4,4,2.5,2810,5/25/2021,0.143,6220,68
1379,S,98092,Auburn,715000,2,4,2.25,2360,5/25/2021,0.298,12992,68
1380,S,98092,Auburn,715000,4,4,2.5,2669,5/25/2021,0.092,4000,68
1381,S,98092,Auburn,725000,4,4,2.5,2832,5/21/2021,0.11,4800,68
1382,S,98092,Auburn,750000,5,4,2.5,3644,5/2/2021,0.177,7718,68
1383,S,98092,Auburn,765000,3,4,2.5,2669,5/10/2021,0.092,4000,68
1384,S,98092,Auburn,801000,3,4,2.5,3170,5/5/2021,0.115,5000,68
1385,S,98092,Auburn,885000,6,4,2.75,2440,5/18/2021,0.744,32400,68
1386,S,98006,Bellevue,1400000,6,4,2.5,2320,5/3/2021,0.165,7200,83
1387,S,98092,Auburn,950000,12,4,2.5,3210,5/27/2021,2.12,92347,68
1388,S,98092,Auburn,1100000,8,4,2.5,3510,5/26/2021,0.522,22737,68
1389,A,98092,Auburn,429950,2,5,2.75,2120,5/28/2021,0.211,9200,68
1390,A,98092,Auburn,515000,17,5,2.75,2678,5/27/2021,0.133,5804,68
1391,A,98092,Auburn,550000,6,5,2.5,2267,5/24/2021,0.087,3777,68
1392,A,98092,Auburn,675000,4,5,2.5,2795,5/26/2021,0.134,5823,68
1393,A,98092,Auburn,730000,3,5,2.75,3320,5/27/2021,0.235,10255,68
1394,A,98092,Auburn,1100000,10,5,3,2800,5/20/2021,4.44,193406,68
1395,A,98092,Auburn,1950000,9,4,3.25,6176,5/21/2021,4.44,193406,68
1396,S,98092,Auburn,830000,7,4,3.5,2790,5/25/2021,2.35,102366,68
1397,S,98006,Bellevue,1450000,5,4,2.5,3290,5/19/2021,0.144,6273,83
1398,S,98092,Auburn,560000,6,4,3.5,2393,5/29/2021,0,1,68
1399,S,98092,Auburn,1075000,6,4,3.25,3820,5/21/2021,0.628,27336,68
1400,S,98092,Auburn,1150000,222,4,3,3570,5/18/2021,5.21,226947,68
1401,A,98092,Auburn,855990,11,5,4,3250,5/25/2021,0.202,8806,68
1402,S,98092,Auburn,1010000,4,5,3.25,3881,5/6/2021,4.95,215622,68
1403,S,98092,Auburn,690000,3,6,3.5,4088,5/18/2021,0.188,8209,68
1404,A,98092,Auburn,1795000,74,4,5,5821,3/17/2021,3.694,160903,68
1405,S,98092,Auburn,2400000,5,4,5,6910,5/28/2021,4.412,192205,68
1406,A,98092,Auburn,1800000,711,2,1.75,1620,6/19/2019,36.18,1576001,68
1407,S,98092,Auburn,475000,4,3,2.25,1820,5/1/2021,0.681,29677,68
1408,S,98006,Bellevue,1500000,3,4,2.5,2260,5/18/2021,0.184,8000,83
1409,S,98092,Auburn,900000,7,4,2.75,2700,5/13/2021,2.489,108434,68
1410,A,98092,Auburn,1587000,76,4,4.25,3511,3/15/2021,3.719,162000,68
1411,S,98092,Auburn,1156000,5,4,2.75,3540,5/7/2021,1.95,84942,68
1412,A,98102,Seattle,775000,59,1,1,483,4/1/2021,0.029,1276,64
1413,S,98102,Seattle,360000,98,1,0.75,360,5/27/2021,0.018,773,64
1414,A,98102,Seattle,399000,23,2,0.75,560,5/7/2021,0.013,560,64
1416,A,98102,Seattle,689000,6,2,1.75,1024,5/24/2021,0.01,450,64
1417,A,98102,Seattle,715000,8,2,1.75,989,5/22/2021,0.01,447,64
1418,A,98102,Seattle,715000,9,2,1.75,989,5/20/2021,0.011,458,64
1419,S,98006,Bellevue,1550000,3,4,2.5,2420,5/18/2021,0.161,7023,83
1420,A,98102,Seattle,715000,2,2,1.75,968,5/28/2021,0.009,410,64
